ORD,Name,Municipio,State,NOM,InstAG,LocationInsecure,Year,TimeSeries,TimeSeriesAvg,TimeAvg,ExactReport,HP,Yield,Period,Cite,NOM,Yield,Yield1960_T,Yield1960_L,Yield1960_S,Yield1960_E,Yield1990,Yield2007
93,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1750,TRUE,FALSE,FALSE,TRUE,98,1131.99,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1750/1751","HUAMANTLA, TLAXCALA",1131.99,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
94,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1751,TRUE,FALSE,FALSE,TRUE,124,1432.24,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1751/1752","HUAMANTLA, TLAXCALA",1432.24,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
95,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1752,TRUE,FALSE,FALSE,TRUE,141,1628.55,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1752/1753","HUAMANTLA, TLAXCALA",1628.55,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
96,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1753,TRUE,FALSE,FALSE,TRUE,30,346.73,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1753/1754","HUAMANTLA, TLAXCALA",346.73,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
97,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1754,TRUE,FALSE,FALSE,TRUE,130,1501.53,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1754/1755","HUAMANTLA, TLAXCALA",1501.53,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
98,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1755,TRUE,FALSE,FALSE,TRUE,40,462.21,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1755/1756","HUAMANTLA, TLAXCALA",462.21,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
99,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1756,TRUE,FALSE,FALSE,TRUE,108,1247.47,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1756/1757","HUAMANTLA, TLAXCALA",1247.47,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
100,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1757,TRUE,FALSE,FALSE,TRUE,177,2044.28,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1757/1758","HUAMANTLA, TLAXCALA",2044.28,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
101,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1758,TRUE,FALSE,FALSE,TRUE,88,1016.51,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1758/1759","HUAMANTLA, TLAXCALA",1016.51,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
102,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1759,TRUE,FALSE,FALSE,TRUE,121,1397.59,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1759/1760","HUAMANTLA, TLAXCALA",1397.59,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
103,Haz. San Martin Notario,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,1760,TRUE,FALSE,FALSE,TRUE,30,346.73,C18 Sample,"Ouweneel (1996: 115) Haz. San Martín (Tlax), 1760/1761","HUAMANTLA, TLAXCALA",346.73,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
104,Haz. San Martin Notario Average,Huamantla,Tlaxcala,"HUAMANTLA, TLAXCALA",,TRUE,,FALSE,TRUE,FALSE,TRUE,,1141.44,C18 Sample,Ouweneel (1996: 115) Haz. San Martín (Tlax),"HUAMANTLA, TLAXCALA",1141.44,712.7886323,758.1623134,897.7777778,677.7827182,1065.1,2315.039907
105,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1776,TRUE,FALSE,FALSE,TRUE,207,2390.72,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1776","ACOLMAN, MEXICO",2390.72,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
106,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1777,TRUE,FALSE,FALSE,TRUE,132,1524.62,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1777","ACOLMAN, MEXICO",1524.62,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
107,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1778,TRUE,FALSE,FALSE,TRUE,46,531.49,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1778","ACOLMAN, MEXICO",531.49,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
108,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1779,TRUE,FALSE,FALSE,TRUE,95,1097.35,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1779","ACOLMAN, MEXICO",1097.35,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
109,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1780,TRUE,FALSE,FALSE,TRUE,67,774.00,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1780","ACOLMAN, MEXICO",774.00,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
110,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1781,TRUE,FALSE,FALSE,TRUE,136,1570.81,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1781","ACOLMAN, MEXICO",1570.81,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
111,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1782,TRUE,FALSE,FALSE,TRUE,78,901.03,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1782","ACOLMAN, MEXICO",901.03,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
112,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1783,TRUE,FALSE,FALSE,TRUE,98,1131.99,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1783","ACOLMAN, MEXICO",1131.99,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
113,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1784,TRUE,FALSE,FALSE,TRUE,42,485.30,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1784","ACOLMAN, MEXICO",485.30,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
114,Haz. San Jose Acolman,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,1785,TRUE,FALSE,FALSE,TRUE,47,543.04,C18 Sample,"Ouweneel (1996: 115) Haz. San José Acolman (Otumba), 1785","ACOLMAN, MEXICO",543.04,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
115,Haz. San Jose Acolman Average,Acolman,Mexico,"ACOLMAN, MEXICO",,FALSE,,FALSE,TRUE,FALSE,TRUE,,1095.04,C18 Sample,Ouweneel (1996: 115) Haz. San José Acolman,"ACOLMAN, MEXICO",1095.04,671.4175655,705.8823529,1153.846154,570.1357466,1323.5,3399.187837
116,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1755,TRUE,FALSE,FALSE,TRUE,69,797.10,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1754/1755","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",797.10,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
117,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1756,TRUE,FALSE,FALSE,TRUE,97,1120.44,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1755/1756","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",1120.44,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
118,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1757,TRUE,FALSE,FALSE,TRUE,50,577.69,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1756/1757","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",577.69,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
119,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1758,TRUE,FALSE,FALSE,TRUE,114,1316.76,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1757/1758","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",1316.76,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
120,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1759,TRUE,FALSE,FALSE,TRUE,73,843.29,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1758/1759","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",843.29,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
121,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1760,TRUE,FALSE,FALSE,TRUE,45,519.95,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1759/1760","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",519.95,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
122,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1761,TRUE,FALSE,FALSE,TRUE,87,1004.96,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1760/1761","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",1004.96,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
123,Haz. San Diego Pinal,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,1762,TRUE,FALSE,FALSE,TRUE,185,2136.67,C18 Sample,"Trautmann (1981:182) Haz. San Diego Pinal (Tlax), 1761/1762","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",2136.67,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
124,Haz. San Diego Pinal Average,Ziltlaltepec de Trinidad Sánchez Santos,Tlaxcala,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",,FALSE,,FALSE,TRUE,FALSE,TRUE,,1039.61,C18 Sample,Trautmann (1981:182) Haz. San Diego Pinal (Tlax),"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",1039.61,646.1289015,697.2477064,793.1034483,595.2518819,1247.3,2091.67575
