ORD,Municipio,Name,State,Region,INCLUDE,NOM,Yield,Series
479,PACHUCA DE SOTO,Pachuca de Soto,Hidalgo,,TRUE,"PACHUCA DE SOTO, HIDALGO",694.5,1991 AG Census
482,MINERAL DE LA REFORMA,Mineral de la Reforma,Hidalgo,,TRUE,"MINERAL DE LA REFORMA, HIDALGO",740.9,1991 AG Census
483,SAN AGUSTIN TLAXIACA,San Agustin Tlaxiaca,Hidalgo,,TRUE,"SAN AGUSTIN TLAXIACA, HIDALGO",1025.6,1991 AG Census
488,SINGUILUCAN,Singuilucan,Hidalgo,,TRUE,"SINGUILUCAN, HIDALGO",855.7,1991 AG Census
492,TEPEAPULCO,Tepeapulco,Hidalgo,,TRUE,"TEPEAPULCO, HIDALGO",751,1991 AG Census
494,TEPEJI DEL RIO DE OCAMPO,Tepeji del Rio de Ocampo,Hidalgo,,TRUE,"TEPEJI DEL RIO DE OCAMPO, HIDALGO",696.6,1991 AG Census
495,TEPETITLAN,Tepetitlan,Hidalgo,,TRUE,"TEPETITLAN, HIDALGO",925.9,1991 AG Census
496,TETEPANGO,Tetepango,Hidalgo,,TRUE,"TETEPANGO, HIDALGO",1738.8,1991 AG Census
497,VILLA DE TEZONTEPEC,Villa de Tezontepec,Hidalgo,,TRUE,"VILLA DE TEZONTEPEC, HIDALGO",612.1,1991 AG Census
498,TEZONTEPEC DE ALDAMA,Tezontepec de Aldama,Hidalgo,,TRUE,"TEZONTEPEC DE ALDAMA, HIDALGO",3439.8,1991 AG Census
500,TIZAYUCA,Tizayuca,Hidalgo,,TRUE,"TIZAYUCA, HIDALGO",1257.9,1991 AG Census
501,TLAHUELILPAN,Tlahuelilpan,Hidalgo,,TRUE,,3178.4,1991 AG Census
503,TLANALAPA,Tlanalapa,Hidalgo,,TRUE,"TLANALAPA, HIDALGO",673,1991 AG Census
505,TLAXCOAPAN,Tlaxcoapan,Hidalgo,,TRUE,"TLAXCOAPAN, HIDALGO",2786.8,1991 AG Census
506,TOLCAYUCA,Tolcayuca,Hidalgo,,TRUE,"TOLCAYUCA, HIDALGO",591.6,1991 AG Census
507,TULA DE ALLENDE,Tula de Allende,Hidalgo,,TRUE,"TULA DE ALLENDE, HIDALGO",1255.1,1991 AG Census
513,ZAPOTLAN DE JUAREZ,Zapotlan de Juarez,Hidalgo,,TRUE,"ZAPOTLAN DE JUAREZ, HIDALGO",598,1991 AG Census
514,ZEMPOALA,Zempoala,Hidalgo,,TRUE,"ZEMPOALA, HIDALGO",578.6,1991 AG Census
