Location,State,Region,Size,NOM,Yield,Series,,,,,
CALIMAYA,Mexico,Toluca,Small,"CALIMAYA, MEXICO",1181.053812,AG Census 1960,,,,,
CAPULHUAC,Mexico,Toluca,Large,"CAPULHUAC, MEXICO",1017.241379,AG Census 1960,,,,,
CAPULHUAC,Mexico,Toluca,Total,"CAPULHUAC, MEXICO",1281.423804,AG Census 1960,,,,,
CAPULHUAC,Mexico,Toluca,Small,"CAPULHUAC, MEXICO",1299.643282,AG Census 1960,,,,,
CAPULHUAC,Mexico,Toluca,Ejido,"CAPULHUAC, MEXICO",,AG Census 1960,,,,,
CHALCO,Mexico,BOM,Large,"CHALCO, MEXICO",881.0679612,AG Census 1960,,,,,
CHALCO,Mexico,BOM,Ejido,"CHALCO, MEXICO",1011.748307,AG Census 1960,,,,,
CHALCO,Mexico,BOM,Total,"CHALCO, MEXICO",1052.800223,AG Census 1960,,,,,
CHALCO,Mexico,BOM,Small,"CHALCO, MEXICO",1211.582569,AG Census 1960,,,,,
CHAPA DE MOTA,Mexico,N TOL,Large,"CHAPA DE MOTA, MEXICO",702.0725389,AG Census 1960,,,,,
CHAPA DE MOTA,Mexico,N TOL,Total,"CHAPA DE MOTA, MEXICO",931.0589908,AG Census 1960,,,,,
CHAPA DE MOTA,Mexico,N TOL,Small,"CHAPA DE MOTA, MEXICO",941.1764706,AG Census 1960,,,,,
CHAPA DE MOTA,Mexico,N TOL,Ejido,"CHAPA DE MOTA, MEXICO",1170.087977,AG Census 1960,,,,,
CHAPULTEPEC,Mexico,BOM,Ejido,"CHAPULTEPEC, MEXICO",1000,AG Census 1960,,,,,
CHAPULTEPEC,Mexico,BOM,Total,"CHAPULTEPEC, MEXICO",1022.624434,AG Census 1960,,,,,
CHAPULTEPEC,Mexico,BOM,Small,"CHAPULTEPEC, MEXICO",1035.714286,AG Census 1960,,,,,
CHAPULTEPEC,Mexico,BOM,Large,"CHAPULTEPEC, MEXICO",1076.086957,AG Census 1960,,,,,
CHIAUTLA,Mexico,BOM,Small,"CHIAUTLA, MEXICO",807.9096045,AG Census 1960,,,,,
CHIAUTLA,Mexico,BOM,Large,"CHIAUTLA, MEXICO",827.5862069,AG Census 1960,,,,,
CHIAUTLA,Mexico,BOM,Total,"CHIAUTLA, MEXICO",912.3173278,AG Census 1960,,,,,
CHIAUTLA,Mexico,BOM,Ejido,"CHIAUTLA, MEXICO",980.8695652,AG Census 1960,,,,,
CHICOLOAPAN,Mexico,BOM,Large,"CHICOLOAPAN, MEXICO",920,AG Census 1960,,,,,
CHICOLOAPAN,Mexico,BOM,Ejido,"CHICOLOAPAN, MEXICO",950,AG Census 1960,,,,,
CHICOLOAPAN,Mexico,BOM,Total,"CHICOLOAPAN, MEXICO",1037.313433,AG Census 1960,,,,,
CHICOLOAPAN,Mexico,BOM,Small,"CHICOLOAPAN, MEXICO",1286.486486,AG Census 1960,,,,,
CHICONCUAC,Mexico,BOM,Ejido,"CHICONCUAC, MEXICO",919.2073171,AG Census 1960,,,,,
CHICONCUAC,Mexico,BOM,Total,"CHICONCUAC, MEXICO",924.0875912,AG Census 1960,,,,,
CHICONCUAC,Mexico,BOM,Small,"CHICONCUAC, MEXICO",1034.482759,AG Census 1960,,,,,
CHICONCUAC,Mexico,BOM,Large,"CHICONCUAC, MEXICO",,AG Census 1960,,,,,
CHIMALHUACAN,Mexico,BOM,Ejido,"CHIMALHUACAN, MEXICO",894.7368421,AG Census 1960,,,,,
CHIMALHUACAN,Mexico,BOM,Large,"CHIMALHUACAN, MEXICO",969.6969697,AG Census 1960,,,,,
CHIMALHUACAN,Mexico,BOM,Total,"CHIMALHUACAN, MEXICO",1426.356589,AG Census 1960,,,,,
CHIMALHUACAN,Mexico,BOM,Small,"CHIMALHUACAN, MEXICO",1519.721578,AG Census 1960,,,,,
COACALCO DE BERRIOZABAL,Mexico,BOM,Ejido,"COACALCO DE BERRIOZABAL, MEXICO",904.109589,AG Census 1960,,,,,
COACALCO DE BERRIOZABAL,Mexico,BOM,Large,"COACALCO DE BERRIOZABAL, MEXICO",1025.773196,AG Census 1960,,,,,
COACALCO DE BERRIOZABAL,Mexico,BOM,Total,"COACALCO DE BERRIOZABAL, MEXICO",1108.108108,AG Census 1960,,,,,
COACALCO DE BERRIOZABAL,Mexico,BOM,Small,"COACALCO DE BERRIOZABAL, MEXICO",1252.336449,AG Census 1960,,,,,
COATEPEC HARINAS,Mexico,Toluca,Large,"COATEPEC HARINAS, MEXICO",807.2562358,AG Census 1960,,,,,
COATEPEC HARINAS,Mexico,Toluca,Small,"COATEPEC HARINAS, MEXICO",1146.025878,AG Census 1960,,,,,
COATEPEC HARINAS,Mexico,Toluca,Total,"COATEPEC HARINAS, MEXICO",1146.750524,AG Census 1960,,,,,
COATEPEC HARINAS,Mexico,Toluca,Ejido,"COATEPEC HARINAS, MEXICO",1507.194245,AG Census 1960,,,,,
COCOTITLAN,Mexico,BOM,Ejido,"COCOTITLAN, MEXICO",893.1000972,AG Census 1960,,,,,
COCOTITLAN,Mexico,BOM,Total,"COCOTITLAN, MEXICO",959.4672843,AG Census 1960,,,,,
COCOTITLAN,Mexico,BOM,Large,"COCOTITLAN, MEXICO",1000,AG Census 1960,,,,,
COCOTITLAN,Mexico,BOM,Small,"COCOTITLAN, MEXICO",1057.636888,AG Census 1960,,,,,
COYOTEPEC,Mexico,BOM,Large,"COYOTEPEC, MEXICO",533.3333333,AG Census 1960,,,,,
COYOTEPEC,Mexico,BOM,Total,"COYOTEPEC, MEXICO",1021.341463,AG Census 1960,,,,,
COYOTEPEC,Mexico,BOM,Small,"COYOTEPEC, MEXICO",1036.585366,AG Census 1960,,,,,
COYOTEPEC,Mexico,BOM,Ejido,"COYOTEPEC, MEXICO",1074.626866,AG Census 1960,,,,,
CUAUTITLAN,Mexico,BOM,Small,"CUAUTITLAN, MEXICO",1214.60177,AG Census 1960,,,,,
CUAUTITLAN,Mexico,BOM,Total,"CUAUTITLAN, MEXICO",1288.225892,AG Census 1960,,,,,
CUAUTITLAN,Mexico,BOM,Ejido,"CUAUTITLAN, MEXICO",1301.71635,AG Census 1960,,,,,
CUAUTITLAN,Mexico,BOM,Large,"CUAUTITLAN, MEXICO",1345.91195,AG Census 1960,,,,,
ECATEPEC DE MORELOS,Mexico,BOM,Ejido,"ECATEPEC DE MORELOS, MEXICO",838.1088825,AG Census 1960,,,,,
ECATEPEC DE MORELOS,Mexico,BOM,Total,"ECATEPEC DE MORELOS, MEXICO",880.2160039,AG Census 1960,,,,,
ECATEPEC DE MORELOS,Mexico,BOM,Large,"ECATEPEC DE MORELOS, MEXICO",956.9892473,AG Census 1960,,,,,
ECATEPEC DE MORELOS,Mexico,BOM,Small,"ECATEPEC DE MORELOS, MEXICO",974.4525547,AG Census 1960,,,,,
ECATZINGO,Mexico,BOM,Small,"ECATZINGO, MEXICO",708.6513995,AG Census 1960,,,,,
ECATZINGO,Mexico,BOM,Total,"ECATZINGO, MEXICO",709.5148078,AG Census 1960,,,,,
ECATZINGO,Mexico,BOM,Large,"ECATZINGO, MEXICO",800,AG Census 1960,,,,,
ECATZINGO,Mexico,BOM,Ejido,"ECATZINGO, MEXICO",,AG Census 1960,,,,,
EL ORO,Mexico,N TOL,Small,"EL ORO, MEXICO",700.5076142,AG Census 1960,,,,,
EL ORO,Mexico,N TOL,Total,"EL ORO, MEXICO",842.9964084,AG Census 1960,,,,,
EL ORO,Mexico,N TOL,Ejido,"EL ORO, MEXICO",858.0958156,AG Census 1960,,,,,
EL ORO,Mexico,N TOL,Large,"EL ORO, MEXICO",873.7864078,AG Census 1960,,,,,
HUEHUETOCA,Mexico,BOM,Ejido,"HUEHUETOCA, MEXICO",834.4481605,AG Census 1960,,,,,
HUEHUETOCA,Mexico,BOM,Total,"HUEHUETOCA, MEXICO",946.969697,AG Census 1960,,,,,
HUEHUETOCA,Mexico,BOM,Small,"HUEHUETOCA, MEXICO",1012.285012,AG Census 1960,,,,,
HUEHUETOCA,Mexico,BOM,Large,"HUEHUETOCA, MEXICO",1038.03132,AG Census 1960,,,,,
HUEYPOXTLA,Mexico,BOM,Small,"HUEYPOXTLA, MEXICO",658.2278481,AG Census 1960,,,,,
HUEYPOXTLA,Mexico,BOM,Ejido,"HUEYPOXTLA, MEXICO",792.1288014,AG Census 1960,,,,,
HUEYPOXTLA,Mexico,BOM,Total,"HUEYPOXTLA, MEXICO",799.6274614,AG Census 1960,,,,,
HUEYPOXTLA,Mexico,BOM,Large,"HUEYPOXTLA, MEXICO",853.4161491,AG Census 1960,,,,,
HUIXQUILUCAN,Mexico,BOM,Large,"HUIXQUILUCAN, MEXICO",775,AG Census 1960,,,,,
HUIXQUILUCAN,Mexico,BOM,Ejido,"HUIXQUILUCAN, MEXICO",818.1818182,AG Census 1960,,,,,
HUIXQUILUCAN,Mexico,BOM,Total,"HUIXQUILUCAN, MEXICO",1033.557047,AG Census 1960,,,,,
HUIXQUILUCAN,Mexico,BOM,Small,"HUIXQUILUCAN, MEXICO",1092.925026,AG Census 1960,,,,,
ISIDRO FABELA,Mexico,BOM,Ejido,"ISIDRO FABELA, MEXICO",761.9047619,AG Census 1960,,,,,
ISIDRO FABELA,Mexico,BOM,Large,"ISIDRO FABELA, MEXICO",777.7777778,AG Census 1960,,,,,
ISIDRO FABELA,Mexico,BOM,Total,"ISIDRO FABELA, MEXICO",989.6103896,AG Census 1960,,,,,
ISIDRO FABELA,Mexico,BOM,Small,"ISIDRO FABELA, MEXICO",1124.481328,AG Census 1960,,,,,
IXTAPALUCA,Mexico,BOM,Ejido,"IXTAPALUCA, MEXICO",834.9697885,AG Census 1960,,,,,
IXTAPALUCA,Mexico,BOM,Total,"IXTAPALUCA, MEXICO",870.9874656,AG Census 1960,,,,,
IXTAPALUCA,Mexico,BOM,Small,"IXTAPALUCA, MEXICO",1003.322259,AG Census 1960,,,,,
IXTAPALUCA,Mexico,BOM,Large,"IXTAPALUCA, MEXICO",1043.478261,AG Census 1960,,,,,
IXTAPAN DE LA SAL,Mexico,SSW MOR-TOL,Large,"IXTAPAN DE LA SAL, MEXICO",720.4819277,AG Census 1960,,,,,
IXTAPAN DE LA SAL,Mexico,SSW MOR-TOL,Total,"IXTAPAN DE LA SAL, MEXICO",803.6117381,AG Census 1960,,,,,
IXTAPAN DE LA SAL,Mexico,SSW MOR-TOL,Ejido,"IXTAPAN DE LA SAL, MEXICO",824.8407643,AG Census 1960,,,,,
IXTAPAN DE LA SAL,Mexico,SSW MOR-TOL,Small,"IXTAPAN DE LA SAL, MEXICO",850,AG Census 1960,,,,,
IXTLAHUACA,Mexico,Toluca,Large,"IXTLAHUACA, MEXICO",658.5195531,AG Census 1960,,,,,
IXTLAHUACA,Mexico,Toluca,Total,"IXTLAHUACA, MEXICO",872.2351572,AG Census 1960,,,,,
IXTLAHUACA,Mexico,Toluca,Ejido,"IXTLAHUACA, MEXICO",899.7314235,AG Census 1960,,,,,
IXTLAHUACA,Mexico,Toluca,Small,"IXTLAHUACA, MEXICO",958.3727531,AG Census 1960,,,,,
JALTENCO,Mexico,BOM,Ejido,"JALTENCO, MEXICO",691.7293233,AG Census 1960,,,,,
JALTENCO,Mexico,BOM,Total,"JALTENCO, MEXICO",867.5213675,AG Census 1960,,,,,
JALTENCO,Mexico,BOM,Small,"JALTENCO, MEXICO",937.3134328,AG Census 1960,,,,,
JALTENCO,Mexico,BOM,Large,"JALTENCO, MEXICO",,AG Census 1960,,,,,
JILOTEPEC,Mexico,N TOL,Ejido,"JILOTEPEC, MEXICO",769.8737632,AG Census 1960,,,,,
JILOTEPEC,Mexico,N TOL,Total,"JILOTEPEC, MEXICO",840.4621624,AG Census 1960,,,,,
JILOTEPEC,Mexico,N TOL,Large,"JILOTEPEC, MEXICO",894.7053545,AG Census 1960,,,,,
JILOTEPEC,Mexico,N TOL,Small,"JILOTEPEC, MEXICO",900.621118,AG Census 1960,,,,,
JILOTZINGO,Mexico,BOM,Large,"JILOTZINGO, MEXICO",721.3114754,AG Census 1960,,,,,
JILOTZINGO,Mexico,BOM,Ejido,"JILOTZINGO, MEXICO",873.6842105,AG Census 1960,,,,,
JILOTZINGO,Mexico,BOM,Total,"JILOTZINGO, MEXICO",1122.916667,AG Census 1960,,,,,
JILOTZINGO,Mexico,BOM,Small,"JILOTZINGO, MEXICO",1271.604938,AG Census 1960,,,,,
JIQUIPILCO,Mexico,Toluca,Large,"JIQUIPILCO, MEXICO",886.8110236,AG Census 1960,,,,,
JIQUIPILCO,Mexico,Toluca,Small,"JIQUIPILCO, MEXICO",936.9565217,AG Census 1960,,,,,
JIQUIPILCO,Mexico,Toluca,Total,"JIQUIPILCO, MEXICO",985.0856196,AG Census 1960,,,,,
JIQUIPILCO,Mexico,Toluca,Ejido,"JIQUIPILCO, MEXICO",1026.323319,AG Census 1960,,,,,
JOCOTITLAN,Mexico,Toluca,Small,"JOCOTITLAN, MEXICO",1054.726368,AG Census 1960,,,,,
JOCOTITLAN,Mexico,Toluca,Total,"JOCOTITLAN, MEXICO",1093.701197,AG Census 1960,,,,,
JOCOTITLAN,Mexico,Toluca,Ejido,"JOCOTITLAN, MEXICO",1099.073814,AG Census 1960,,,,,
JOCOTITLAN,Mexico,Toluca,Large,"JOCOTITLAN, MEXICO",1138.713745,AG Census 1960,,,,,
JOQUICINGO,Mexico,Toluca,Large,"JOQUICINGO, MEXICO",761.682243,AG Census 1960,,,,,
JOQUICINGO,Mexico,Toluca,Total,"JOQUICINGO, MEXICO",951.9934906,AG Census 1960,,,,,
JOQUICINGO,Mexico,Toluca,Small,"JOQUICINGO, MEXICO",992.1182266,AG Census 1960,,,,,
JOQUICINGO,Mexico,Toluca,Ejido,"JOQUICINGO, MEXICO",,AG Census 1960,,,,,
JUCHITEPEC,Mexico,BOM,Ejido,"JUCHITEPEC, MEXICO",700.0919963,AG Census 1960,,,,,
JUCHITEPEC,Mexico,BOM,Total,"JUCHITEPEC, MEXICO",772.3970944,AG Census 1960,,,,,
JUCHITEPEC,Mexico,BOM,Large,"JUCHITEPEC, MEXICO",853.6585366,AG Census 1960,,,,,
JUCHITEPEC,Mexico,BOM,Small,"JUCHITEPEC, MEXICO",963.1490787,AG Census 1960,,,,,
LA PAZ,Mexico,BOM,Large,"LA PAZ, MEXICO",647.0588235,AG Census 1960,,,,,
LA PAZ,Mexico,BOM,Ejido,"LA PAZ, MEXICO",677.0833333,AG Census 1960,,,,,
LA PAZ,Mexico,BOM,Total,"LA PAZ, MEXICO",725.4901961,AG Census 1960,,,,,
LA PAZ,Mexico,BOM,Small,"LA PAZ, MEXICO",802.507837,AG Census 1960,,,,,
LERMA,Mexico,Toluca,Ejido,"LERMA, MEXICO",1189.593301,AG Census 1960,,,,,
LERMA,Mexico,Toluca,Large,"LERMA, MEXICO",1201.511335,AG Census 1960,,,,,
LERMA,Mexico,Toluca,Total,"LERMA, MEXICO",1224.955009,AG Census 1960,,,,,
LERMA,Mexico,Toluca,Small,"LERMA, MEXICO",1409.766454,AG Census 1960,,,,,
MALINALCO,Mexico,SSW MOR-TOL,Small,"MALINALCO, MEXICO",834.0909091,AG Census 1960,,,,,
MALINALCO,Mexico,SSW MOR-TOL,Large,"MALINALCO, MEXICO",870,AG Census 1960,,,,,
MALINALCO,Mexico,SSW MOR-TOL,Total,"MALINALCO, MEXICO",1054.307116,AG Census 1960,,,,,
MALINALCO,Mexico,SSW MOR-TOL,Ejido,"MALINALCO, MEXICO",1366.82243,AG Census 1960,,,,,
MELCHOR OCAMPO,Mexico,BOM,Large,"MELCHOR OCAMPO, MEXICO",635.1351351,AG Census 1960,,,,,
MELCHOR OCAMPO,Mexico,BOM,Total,"MELCHOR OCAMPO, MEXICO",1051.282051,AG Census 1960,,,,,
MELCHOR OCAMPO,Mexico,BOM,Small,"MELCHOR OCAMPO, MEXICO",1058.823529,AG Census 1960,,,,,
MELCHOR OCAMPO,Mexico,BOM,Ejido,"MELCHOR OCAMPO, MEXICO",1400,AG Census 1960,,,,,
METEPEC,Mexico,Toluca,Large,"METEPEC, MEXICO",979.9131379,AG Census 1960,,,,,
METEPEC,Mexico,Toluca,Total,"METEPEC, MEXICO",1033.162074,AG Census 1960,,,,,
METEPEC,Mexico,Toluca,Small,"METEPEC, MEXICO",1042.721519,AG Census 1960,,,,,
METEPEC,Mexico,Toluca,Ejido,"METEPEC, MEXICO",1106.292517,AG Census 1960,,,,,
MEXICALTZINGO,Mexico,BOM,Large,"MEXICALTZINGO, MEXICO",533.3333333,AG Census 1960,,,,,
MEXICALTZINGO,Mexico,BOM,Ejido,"MEXICALTZINGO, MEXICO",923.0769231,AG Census 1960,,,,,
MEXICALTZINGO,Mexico,BOM,Total,"MEXICALTZINGO, MEXICO",986.9402985,AG Census 1960,,,,,
MEXICALTZINGO,Mexico,BOM,Small,"MEXICALTZINGO, MEXICO",1048.42615,AG Census 1960,,,,,
MORELOS,Mexico,Toluca,Large,"MORELOS, MEXICO",877.0226537,AG Census 1960,,,,,
MORELOS,Mexico,Toluca,Small,"MORELOS, MEXICO",1057.954545,AG Census 1960,,,,,
MORELOS,Mexico,Toluca,Total,"MORELOS, MEXICO",1254.663114,AG Census 1960,,,,,
MORELOS,Mexico,Toluca,Ejido,"MORELOS, MEXICO",1456.189152,AG Census 1960,,,,,
NAUCALPAN DE JUAREZ,Mexico,BOM,Small,"NAUCALPAN DE JUAREZ, MEXICO",994.1176471,AG Census 1960,,,,,
NAUCALPAN DE JUAREZ,Mexico,BOM,Large,"NAUCALPAN DE JUAREZ, MEXICO",994.2528736,AG Census 1960,,,,,
NAUCALPAN DE JUAREZ,Mexico,BOM,Total,"NAUCALPAN DE JUAREZ, MEXICO",1250,AG Census 1960,,,,,
NAUCALPAN DE JUAREZ,Mexico,BOM,Ejido,"NAUCALPAN DE JUAREZ, MEXICO",1331.784387,AG Census 1960,,,,,
NEXTLALPAN,Mexico,BOM,Small,"NEXTLALPAN, MEXICO",845.0946644,AG Census 1960,,,,,
NEXTLALPAN,Mexico,BOM,Large,"NEXTLALPAN, MEXICO",893.6170213,AG Census 1960,,,,,
NEXTLALPAN,Mexico,BOM,Total,"NEXTLALPAN, MEXICO",969.0949227,AG Census 1960,,,,,
NEXTLALPAN,Mexico,BOM,Ejido,"NEXTLALPAN, MEXICO",1418.478261,AG Census 1960,,,,,
NICOLAS ROMERO,Mexico,BOM,Ejido,"NICOLAS ROMERO, MEXICO",904.7340736,AG Census 1960,,,,,
NICOLAS ROMERO,Mexico,BOM,Total,"NICOLAS ROMERO, MEXICO",927.1698113,AG Census 1960,,,,,
NICOLAS ROMERO,Mexico,BOM,Large,"NICOLAS ROMERO, MEXICO",932.642487,AG Census 1960,,,,,
NICOLAS ROMERO,Mexico,BOM,Small,"NICOLAS ROMERO, MEXICO",977.2117962,AG Census 1960,,,,,
NOPALTEPEC,Mexico,BOM,Large,"NOPALTEPEC, MEXICO",932.3308271,AG Census 1960,,,,,
NOPALTEPEC,Mexico,BOM,Small,"NOPALTEPEC, MEXICO",1006.329114,AG Census 1960,,,,,
NOPALTEPEC,Mexico,BOM,Total,"NOPALTEPEC, MEXICO",1239.541547,AG Census 1960,,,,,
NOPALTEPEC,Mexico,BOM,Ejido,"NOPALTEPEC, MEXICO",1292.984869,AG Census 1960,,,,,
OCOYOACAC,Mexico,Toluca,Ejido,"OCOYOACAC, MEXICO",1100.364964,AG Census 1960,,,,,
OCOYOACAC,Mexico,Toluca,Large,"OCOYOACAC, MEXICO",1200.400802,AG Census 1960,,,,,
OCOYOACAC,Mexico,Toluca,Total,"OCOYOACAC, MEXICO",1251.497006,AG Census 1960,,,,,
OCOYOACAC,Mexico,Toluca,Small,"OCOYOACAC, MEXICO",1364.681296,AG Census 1960,,,,,
OCUILAN,Mexico,SSW MOR-TOL,Large,"OCUILAN, MEXICO",921.0526316,AG Census 1960,,,,,
OCUILAN,Mexico,SSW MOR-TOL,Small,"OCUILAN, MEXICO",1118.309859,AG Census 1960,,,,,
OCUILAN,Mexico,SSW MOR-TOL,Total,"OCUILAN, MEXICO",1118.658641,AG Census 1960,,,,,
OCUILAN,Mexico,SSW MOR-TOL,Ejido,"OCUILAN, MEXICO",1170.886076,AG Census 1960,,,,,
OTUMBA,Mexico,BOM,Ejido,"OTUMBA, MEXICO",725.3521127,AG Census 1960,,,,,
OTUMBA,Mexico,BOM,Total,"OTUMBA, MEXICO",745.2786734,AG Census 1960,,,,,
OTUMBA,Mexico,BOM,Small,"OTUMBA, MEXICO",752.0091848,AG Census 1960,,,,,
OTUMBA,Mexico,BOM,Large,"OTUMBA, MEXICO",790.8496732,AG Census 1960,,,,,
OTZOLOTEPEC,Mexico,Toluca,Ejido,"OTZOLOTEPEC, MEXICO",1089.79206,AG Census 1960,,,,,
OTZOLOTEPEC,Mexico,Toluca,Total,"OTZOLOTEPEC, MEXICO",1201.285856,AG Census 1960,,,,,
OTZOLOTEPEC,Mexico,Toluca,Small,"OTZOLOTEPEC, MEXICO",1231.433506,AG Census 1960,,,,,
OTZOLOTEPEC,Mexico,Toluca,Large,"OTZOLOTEPEC, MEXICO",1462.337662,AG Census 1960,,,,,
OZUMBA,Mexico,BOM,Ejido,"OZUMBA, MEXICO",699.4134897,AG Census 1960,,,,,
OZUMBA,Mexico,BOM,Large,"OZUMBA, MEXICO",770.4918033,AG Census 1960,,,,,
OZUMBA,Mexico,BOM,Total,"OZUMBA, MEXICO",792.5531915,AG Census 1960,,,,,
OZUMBA,Mexico,BOM,Small,"OZUMBA, MEXICO",864.7798742,AG Census 1960,,,,,
PAPALOTLA,Mexico,BOM,Ejido,"PAPALOTLA, MEXICO",595.7446809,AG Census 1960,,,,,
PAPALOTLA,Mexico,BOM,Total,"PAPALOTLA, MEXICO",864.4067797,AG Census 1960,,,,,
PAPALOTLA,Mexico,BOM,Small,"PAPALOTLA, MEXICO",961.5384615,AG Census 1960,,,,,
PAPALOTLA,Mexico,BOM,Large,"PAPALOTLA, MEXICO",,AG Census 1960,,,,,
POLOTITLAN,Mexico,N TOL,Large,"POLOTITLAN, MEXICO",878.5123967,AG Census 1960,,,,,
POLOTITLAN,Mexico,N TOL,Total,"POLOTITLAN, MEXICO",966.5442676,AG Census 1960,,,,,
POLOTITLAN,Mexico,N TOL,Ejido,"POLOTITLAN, MEXICO",993.2885906,AG Census 1960,,,,,
POLOTITLAN,Mexico,N TOL,Small,"POLOTITLAN, MEXICO",1204.610951,AG Census 1960,,,,,
RAYON,Mexico,Toluca,Ejido,"RAYON, MEXICO",828.125,AG Census 1960,,,,,
RAYON,Mexico,Toluca,Large,"RAYON, MEXICO",1025.787966,AG Census 1960,,,,,
RAYON,Mexico,Toluca,Total,"RAYON, MEXICO",1143.430291,AG Census 1960,,,,,
RAYON,Mexico,Toluca,Small,"RAYON, MEXICO",1300,AG Census 1960,,,,,
SAN ANTONIO LA ISLA,Mexico,Toluca,Ejido,"SAN ANTONIO LA ISLA, MEXICO",832.6530612,AG Census 1960,,,,,
SAN ANTONIO LA ISLA,Mexico,Toluca,Large,"SAN ANTONIO LA ISLA, MEXICO",976.4150943,AG Census 1960,,,,,
SAN ANTONIO LA ISLA,Mexico,Toluca,Total,"SAN ANTONIO LA ISLA, MEXICO",996.7141292,AG Census 1960,,,,,
SAN ANTONIO LA ISLA,Mexico,Toluca,Small,"SAN ANTONIO LA ISLA, MEXICO",1196.721311,AG Census 1960,,,,,
SAN FELIPE DEL PROGRESO,Mexico,Toluca,Ejido,"SAN FELIPE DEL PROGRESO, MEXICO",822.0749679,AG Census 1960,,,,,
SAN FELIPE DEL PROGRESO,Mexico,Toluca,Total,"SAN FELIPE DEL PROGRESO, MEXICO",837.7524279,AG Census 1960,,,,,
SAN FELIPE DEL PROGRESO,Mexico,Toluca,Small,"SAN FELIPE DEL PROGRESO, MEXICO",853.577371,AG Census 1960,,,,,
SAN FELIPE DEL PROGRESO,Mexico,Toluca,Large,"SAN FELIPE DEL PROGRESO, MEXICO",921.7338952,AG Census 1960,,,,,
SAN MARTIN DE LAS PIRAMIDES,Mexico,BOM,Ejido,"SAN MARTIN DE LAS PIRAMIDES, MEXICO",643.6107855,AG Census 1960,,,,,
SAN MARTIN DE LAS PIRAMIDES,Mexico,BOM,Large,"SAN MARTIN DE LAS PIRAMIDES, MEXICO",699.0291262,AG Census 1960,,,,,
SAN MARTIN DE LAS PIRAMIDES,Mexico,BOM,Total,"SAN MARTIN DE LAS PIRAMIDES, MEXICO",746.2857143,AG Census 1960,,,,,
SAN MARTIN DE LAS PIRAMIDES,Mexico,BOM,Small,"SAN MARTIN DE LAS PIRAMIDES, MEXICO",862.720403,AG Census 1960,,,,,
SAN MATEO ATENCO,Mexico,Toluca,Ejido,"SAN MATEO ATENCO, MEXICO",875.3541076,AG Census 1960,,,,,
SAN MATEO ATENCO,Mexico,Toluca,Large,"SAN MATEO ATENCO, MEXICO",918.9189189,AG Census 1960,,,,,
SAN MATEO ATENCO,Mexico,Toluca,Total,"SAN MATEO ATENCO, MEXICO",990.9228442,AG Census 1960,,,,,
SAN MATEO ATENCO,Mexico,Toluca,Small,"SAN MATEO ATENCO, MEXICO",1151.291513,AG Census 1960,,,,,
SOYANIQUILPAN DE JUAREZ,Mexico,N TOL,Small,"SOYANIQUILPAN DE JUAREZ, MEXICO",809.3457944,AG Census 1960,,,,,
SOYANIQUILPAN DE JUAREZ,Mexico,N TOL,Large,"SOYANIQUILPAN DE JUAREZ, MEXICO",817.535545,AG Census 1960,,,,,
SOYANIQUILPAN DE JUAREZ,Mexico,N TOL,Total,"SOYANIQUILPAN DE JUAREZ, MEXICO",1196.459563,AG Census 1960,,,,,
SOYANIQUILPAN DE JUAREZ,Mexico,N TOL,Ejido,"SOYANIQUILPAN DE JUAREZ, MEXICO",1387.214137,AG Census 1960,,,,,
TECAMAC,Mexico,BOM,Ejido,"TECAMAC, MEXICO",822.8423102,AG Census 1960,,,,,
TECAMAC,Mexico,BOM,Total,"TECAMAC, MEXICO",926.9446909,AG Census 1960,,,,,
TECAMAC,Mexico,BOM,Small,"TECAMAC, MEXICO",972.8651237,AG Census 1960,,,,,
TECAMAC,Mexico,BOM,Large,"TECAMAC, MEXICO",1102.214651,AG Census 1960,,,,,
TEMAMATLA,Mexico,BOM,Ejido,"TEMAMATLA, MEXICO",636.7583213,AG Census 1960,,,,,
TEMAMATLA,Mexico,BOM,Total,"TEMAMATLA, MEXICO",830.7984791,AG Census 1960,,,,,
TEMAMATLA,Mexico,BOM,Large,"TEMAMATLA, MEXICO",1078.947368,AG Census 1960,,,,,
TEMAMATLA,Mexico,BOM,Small,"TEMAMATLA, MEXICO",1216.718266,AG Census 1960,,,,,
TEMASCALAPA,Mexico,BOM,Ejido,"TEMASCALAPA, MEXICO",574.7696669,AG Census 1960,,,,,
TEMASCALAPA,Mexico,BOM,Total,"TEMASCALAPA, MEXICO",722.7722772,AG Census 1960,,,,,
TEMASCALAPA,Mexico,BOM,Large,"TEMASCALAPA, MEXICO",864.8351648,AG Census 1960,,,,,
TEMASCALAPA,Mexico,BOM,Small,"TEMASCALAPA, MEXICO",879.6844181,AG Census 1960,,,,,
TEMASCALCINGO,Mexico,N TOL,Ejido,"TEMASCALCINGO, MEXICO",824.9174139,AG Census 1960,,,,,
TEMASCALCINGO,Mexico,N TOL,Total,"TEMASCALCINGO, MEXICO",932.247557,AG Census 1960,,,,,
TEMASCALCINGO,Mexico,N TOL,Large,"TEMASCALCINGO, MEXICO",1146.788991,AG Census 1960,,,,,
TEMASCALCINGO,Mexico,N TOL,Small,"TEMASCALCINGO, MEXICO",1192.23301,AG Census 1960,,,,,
TEMOAYA,Mexico,Toluca,Large,"TEMOAYA, MEXICO",826.0869565,AG Census 1960,,,,,
