Location,State,Region,Size,NOM,Yield,Series,,,,,
CHIAUTZINGO,Puebla,,Ejido,"CHIAUTZINGO, PUEBLA",790.5803196,AG Census 1960,,,,,
CHIAUTZINGO,Puebla,,Large,"CHIAUTZINGO, PUEBLA",946.2809917,AG Census 1960,,,,,
CHIAUTZINGO,Puebla,,Total,"CHIAUTZINGO, PUEBLA",949.2667459,AG Census 1960,,,,,
CHIAUTZINGO,Puebla,,Small,"CHIAUTZINGO, PUEBLA",1122.710623,AG Census 1960,,,,,
CHIGMECATITLAN,Puebla,,Small,"CHIGMECATITLAN, PUEBLA",704.3010753,AG Census 1960,,,,,
CHIGMECATITLAN,Puebla,,Total,"CHIGMECATITLAN, PUEBLA",721.1703959,AG Census 1960,,,,,
CHIGMECATITLAN,Puebla,,Large,"CHIGMECATITLAN, PUEBLA",1130.434783,AG Census 1960,,,,,
CHIGMECATITLAN,Puebla,,Ejido,"CHIGMECATITLAN, PUEBLA",,AG Census 1960,,,,,
COHUECAN,Puebla,,Large,"COHUECAN, PUEBLA",625,AG Census 1960,,,,,
COHUECAN,Puebla,,Total,"COHUECAN, PUEBLA",843.6363636,AG Census 1960,,,,,
COHUECAN,Puebla,,Small,"COHUECAN, PUEBLA",846.3855422,AG Census 1960,,,,,
COHUECAN,Puebla,,Ejido,"COHUECAN, PUEBLA",856.8329718,AG Census 1960,,,,,
CORONANGO,Puebla,,Small,"CORONANGO, PUEBLA",894.0092166,AG Census 1960,,,,,
CORONANGO,Puebla,,Total,"CORONANGO, PUEBLA",907.7181208,AG Census 1960,,,,,
CORONANGO,Puebla,,Ejido,"CORONANGO, PUEBLA",933.7877313,AG Census 1960,,,,,
CORONANGO,Puebla,,Large,"CORONANGO, PUEBLA",,AG Census 1960,,,,,
CUAPIAXTLA DE MADERO,Puebla,,Ejido,"CUAPIAXTLA DE MADERO, PUEBLA",688.1533101,AG Census 1960,,,,,
CUAPIAXTLA DE MADERO,Puebla,,Total,"CUAPIAXTLA DE MADERO, PUEBLA",890.2181562,AG Census 1960,,,,,
CUAPIAXTLA DE MADERO,Puebla,,Large,"CUAPIAXTLA DE MADERO, PUEBLA",914.893617,AG Census 1960,,,,,
CUAPIAXTLA DE MADERO,Puebla,,Small,"CUAPIAXTLA DE MADERO, PUEBLA",1070.261438,AG Census 1960,,,,,
CUAUTINCHAN,Puebla,,Ejido,"CUAUTINCHAN, PUEBLA",622.7621483,AG Census 1960,,,,,
CUAUTINCHAN,Puebla,,Total,"CUAUTINCHAN, PUEBLA",739.8513436,AG Census 1960,,,,,
CUAUTINCHAN,Puebla,,Small,"CUAUTINCHAN, PUEBLA",787.5288684,AG Census 1960,,,,,
CUAUTINCHAN,Puebla,,Large,"CUAUTINCHAN, PUEBLA",872.659176,AG Census 1960,,,,,
CUAUTLANCINGO,Puebla,,Ejido,"CUAUTLANCINGO, PUEBLA",844.2622951,AG Census 1960,,,,,
CUAUTLANCINGO,Puebla,,Large,"CUAUTLANCINGO, PUEBLA",867.0520231,AG Census 1960,,,,,
CUAUTLANCINGO,Puebla,,Total,"CUAUTLANCINGO, PUEBLA",950.1011463,AG Census 1960,,,,,
CUAUTLANCINGO,Puebla,,Small,"CUAUTLANCINGO, PUEBLA",1041.322314,AG Census 1960,,,,,
DOMINGO ARENAS,Puebla,,Large,"DOMINGO ARENAS, PUEBLA",771.4285714,AG Census 1960,,,,,
DOMINGO ARENAS,Puebla,,Ejido,"DOMINGO ARENAS, PUEBLA",869.7788698,AG Census 1960,,,,,
DOMINGO ARENAS,Puebla,,Total,"DOMINGO ARENAS, PUEBLA",891.8918919,AG Census 1960,,,,,
DOMINGO ARENAS,Puebla,,Small,"DOMINGO ARENAS, PUEBLA",942.5287356,AG Census 1960,,,,,
EPATLAN,Puebla,,Large,"EPATLAN, PUEBLA",793.7743191,AG Census 1960,,,,,
EPATLAN,Puebla,,Total,"EPATLAN, PUEBLA",836.628512,AG Census 1960,,,,,
EPATLAN,Puebla,,Ejido,"EPATLAN, PUEBLA",846.1538462,AG Census 1960,,,,,
EPATLAN,Puebla,,Small,"EPATLAN, PUEBLA",853.8324421,AG Census 1960,,,,,
GENERAL FELIPE ANGELES,Puebla,,Small,"GENERAL FELIPE ANGELES, PUEBLA",599.4180407,AG Census 1960,,,,,
GENERAL FELIPE ANGELES,Puebla,,Total,"GENERAL FELIPE ANGELES, PUEBLA",715.2861628,AG Census 1960,,,,,
GENERAL FELIPE ANGELES,Puebla,,Ejido,"GENERAL FELIPE ANGELES, PUEBLA",746.6521896,AG Census 1960,,,,,
GENERAL FELIPE ANGELES,Puebla,,Large,"GENERAL FELIPE ANGELES, PUEBLA",809.7982709,AG Census 1960,,,,,
HUAQUECHULA,Puebla,,Large,"HUAQUECHULA, PUEBLA",683.3333333,AG Census 1960,,,,,
HUAQUECHULA,Puebla,,Ejido,"HUAQUECHULA, PUEBLA",838.4113166,AG Census 1960,,,,,
HUAQUECHULA,Puebla,,Total,"HUAQUECHULA, PUEBLA",910.9612142,AG Census 1960,,,,,
HUAQUECHULA,Puebla,,Small,"HUAQUECHULA, PUEBLA",1048.73477,AG Census 1960,,,,,
HUATLATLAUCA,Puebla,,Large,"HUATLATLAUCA, PUEBLA",717.0418006,AG Census 1960,,,,,
HUATLATLAUCA,Puebla,,Small,"HUATLATLAUCA, PUEBLA",737.7367654,AG Census 1960,,,,,
HUATLATLAUCA,Puebla,,Total,"HUATLATLAUCA, PUEBLA",766.025641,AG Census 1960,,,,,
HUATLATLAUCA,Puebla,,Ejido,"HUATLATLAUCA, PUEBLA",864,AG Census 1960,,,,,
HUEHUETLA,Puebla,,Small,"HUEHUETLA, PUEBLA",693.48659,AG Census 1960,,,,,
HUEHUETLA,Puebla,,Total,"HUEHUETLA, PUEBLA",787.4519846,AG Census 1960,,,,,
HUEHUETLA,Puebla,,Large,"HUEHUETLA, PUEBLA",874.0955137,AG Census 1960,,,,,
HUEHUETLA,Puebla,,Ejido,"HUEHUETLA, PUEBLA",943.1818182,AG Census 1960,,,,,
HUEJOTZINGO,Puebla,,Large,"HUEJOTZINGO, PUEBLA",797.0479705,AG Census 1960,,,,,
HUEJOTZINGO,Puebla,,Small,"HUEJOTZINGO, PUEBLA",923.0769231,AG Census 1960,,,,,
HUEJOTZINGO,Puebla,,Total,"HUEJOTZINGO, PUEBLA",1032.995753,AG Census 1960,,,,,
HUEJOTZINGO,Puebla,,Ejido,"HUEJOTZINGO, PUEBLA",1281.15942,AG Census 1960,,,,,
HUITZILTEPEC,Puebla,,Large,"HUITZILTEPEC, PUEBLA",833.3333333,AG Census 1960,,,,,
HUITZILTEPEC,Puebla,,Small,"HUITZILTEPEC, PUEBLA",1178.294574,AG Census 1960,,,,,
HUITZILTEPEC,Puebla,,Total,"HUITZILTEPEC, PUEBLA",1273.224044,AG Census 1960,,,,,
HUITZILTEPEC,Puebla,,Ejido,"HUITZILTEPEC, PUEBLA",1583.333333,AG Census 1960,,,,,
JUAN C. BONILLA,Puebla,,Large,"JUAN C. BONILLA, PUEBLA",750,AG Census 1960,,,,,
JUAN C. BONILLA,Puebla,,Ejido,"JUAN C. BONILLA, PUEBLA",881.6901408,AG Census 1960,,,,,
JUAN C. BONILLA,Puebla,,Total,"JUAN C. BONILLA, PUEBLA",898.9690722,AG Census 1960,,,,,
JUAN C. BONILLA,Puebla,,Small,"JUAN C. BONILLA, PUEBLA",903.6144578,AG Census 1960,,,,,
LA MAGDALENA TLATLAUQUITEPEC,Puebla,,Small,"LA MAGDALENA TLATLAUQUITEPEC, PUEBLA",588.2352941,AG Census 1960,,,,,
LA MAGDALENA TLATLAUQUITEPEC,Puebla,,Total,"LA MAGDALENA TLATLAUQUITEPEC, PUEBLA",659.4202899,AG Census 1960,,,,,
LA MAGDALENA TLATLAUQUITEPEC,Puebla,,Large,"LA MAGDALENA TLATLAUQUITEPEC, PUEBLA",861.1111111,AG Census 1960,,,,,
LA MAGDALENA TLATLAUQUITEPEC,Puebla,,Ejido,"LA MAGDALENA TLATLAUQUITEPEC, PUEBLA",,AG Census 1960,,,,,
LOS REYES DE JUAREZ,Puebla,,Ejido,"LOS REYES DE JUAREZ, PUEBLA",853.5626536,AG Census 1960,,,,,
LOS REYES DE JUAREZ,Puebla,,Total,"LOS REYES DE JUAREZ, PUEBLA",894.7797716,AG Census 1960,,,,,
LOS REYES DE JUAREZ,Puebla,,Small,"LOS REYES DE JUAREZ, PUEBLA",1095.923261,AG Census 1960,,,,,
LOS REYES DE JUAREZ,Puebla,,Large,"LOS REYES DE JUAREZ, PUEBLA",,AG Census 1960,,,,,
MAZAPILTEPEC DE JUAREZ,Puebla,,Large,"MAZAPILTEPEC DE JUAREZ, PUEBLA",780.5456702,AG Census 1960,,,,,
MAZAPILTEPEC DE JUAREZ,Puebla,,Total,"MAZAPILTEPEC DE JUAREZ, PUEBLA",876.9448373,AG Census 1960,,,,,
MAZAPILTEPEC DE JUAREZ,Puebla,,Ejido,"MAZAPILTEPEC DE JUAREZ, PUEBLA",976.1388286,AG Census 1960,,,,,
MAZAPILTEPEC DE JUAREZ,Puebla,,Small,"MAZAPILTEPEC DE JUAREZ, PUEBLA",1200,AG Census 1960,,,,,
MIXTLA,Puebla,,Ejido,"MIXTLA, PUEBLA",697.9166667,AG Census 1960,,,,,
MIXTLA,Puebla,,Large,"MIXTLA, PUEBLA",750,AG Census 1960,,,,,
MIXTLA,Puebla,,Total,"MIXTLA, PUEBLA",1086.651054,AG Census 1960,,,,,
MIXTLA,Puebla,,Small,"MIXTLA, PUEBLA",1204.892966,AG Census 1960,,,,,
MOLCAXAC,Puebla,,Small,"MOLCAXAC, PUEBLA",663.7806638,AG Census 1960,,,,,
MOLCAXAC,Puebla,,Total,"MOLCAXAC, PUEBLA",741.3914266,AG Census 1960,,,,,
MOLCAXAC,Puebla,,Large,"MOLCAXAC, PUEBLA",786.407767,AG Census 1960,,,,,
MOLCAXAC,Puebla,,Ejido,"MOLCAXAC, PUEBLA",819.7767145,AG Census 1960,,,,,
NEALTICAN,Puebla,,Total,"NEALTICAN, PUEBLA",748.0719794,AG Census 1960,,,,,
NEALTICAN,Puebla,,Small,"NEALTICAN, PUEBLA",748.0719794,AG Census 1960,,,,,
NEALTICAN,Puebla,,Large,"NEALTICAN, PUEBLA",,AG Census 1960,,,,,
NEALTICAN,Puebla,,Ejido,"NEALTICAN, PUEBLA",,AG Census 1960,,,,,
NOPALUCAN,Puebla,,Small,"NOPALUCAN, PUEBLA",774.1935484,AG Census 1960,,,,,
NOPALUCAN,Puebla,,Ejido,"NOPALUCAN, PUEBLA",926.1363636,AG Census 1960,,,,,
NOPALUCAN,Puebla,,Total,"NOPALUCAN, PUEBLA",1003.685142,AG Census 1960,,,,,
NOPALUCAN,Puebla,,Large,"NOPALUCAN, PUEBLA",1123.845364,AG Census 1960,,,,,
OCOYUCAN,Puebla,,Ejido,"OCOYUCAN, PUEBLA",1020,AG Census 1960,,,,,
OCOYUCAN,Puebla,,Total,"OCOYUCAN, PUEBLA",1096.582467,AG Census 1960,,,,,
OCOYUCAN,Puebla,,Small,"OCOYUCAN, PUEBLA",1317.919075,AG Census 1960,,,,,
OCOYUCAN,Puebla,,Large,"OCOYUCAN, PUEBLA",,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",754.1208791,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",761.8459003,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",780.8975834,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",786.8852459,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",788.0952381,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",789.9543379,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",811.5942029,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",817.4603175,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",821.0884354,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",832.2197476,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",837.3860182,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",886.7924528,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",895.4869359,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",906.6091954,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",916.4392906,AG Census 1960,,,,,
PUEBLA,Puebla,,Ejido,"PUEBLA, PUEBLA",934.4919786,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",944.4727458,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",984.8661234,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",991.7355372,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",1021.201413,AG Census 1960,,,,,
PUEBLA,Puebla,,Total,"PUEBLA, PUEBLA",1035.825545,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",1036.49635,AG Census 1960,,,,,
PUEBLA,Puebla,,Small,"PUEBLA, PUEBLA",1309.76431,AG Census 1960,,,,,
PUEBLA,Puebla,,Large,"PUEBLA, PUEBLA",,AG Census 1960,,,,,
QUECHOLAC,Puebla,,Small,"QUECHOLAC, PUEBLA",639.7146254,AG Census 1960,,,,,
QUECHOLAC,Puebla,,Large,"QUECHOLAC, PUEBLA",835.7908847,AG Census 1960,,,,,
QUECHOLAC,Puebla,,Total,"QUECHOLAC, PUEBLA",898.1653815,AG Census 1960,,,,,
QUECHOLAC,Puebla,,Ejido,"QUECHOLAC, PUEBLA",1019.549218,AG Census 1960,,,,,
RAFAEL LARA GRAJALES,Puebla,,Ejido,"RAFAEL LARA GRAJALES, PUEBLA",764.0671273,AG Census 1960,,,,,
RAFAEL LARA GRAJALES,Puebla,,Total,"RAFAEL LARA GRAJALES, PUEBLA",771.8120805,AG Census 1960,,,,,
RAFAEL LARA GRAJALES,Puebla,,Small,"RAFAEL LARA GRAJALES, PUEBLA",815.6424581,AG Census 1960,,,,,
RAFAEL LARA GRAJALES,Puebla,,Large,"RAFAEL LARA GRAJALES, PUEBLA",,AG Census 1960,,,,,
SAN ANDRES CHOLULA,Puebla,,Large,"SAN ANDRES CHOLULA, PUEBLA",791.6666667,AG Census 1960,,,,,
SAN ANDRES CHOLULA,Puebla,,Ejido,"SAN ANDRES CHOLULA, PUEBLA",954.7461369,AG Census 1960,,,,,
SAN ANDRES CHOLULA,Puebla,,Total,"SAN ANDRES CHOLULA, PUEBLA",1047.535211,AG Census 1960,,,,,
SAN ANDRES CHOLULA,Puebla,,Small,"SAN ANDRES CHOLULA, PUEBLA",1101.970865,AG Census 1960,,,,,
SAN DIEGO LA MESA TOCHIMILTZINGO,Puebla,,Ejido,"SAN DIEGO LA MESA TOCHIMILTZINGO, PUEBLA",800,AG Census 1960,,,,,
SAN DIEGO LA MESA TOCHIMILTZINGO,Puebla,,Total,"SAN DIEGO LA MESA TOCHIMILTZINGO, PUEBLA",822.6415094,AG Census 1960,,,,,
SAN DIEGO LA MESA TOCHIMILTZINGO,Puebla,,Small,"SAN DIEGO LA MESA TOCHIMILTZINGO, PUEBLA",840,AG Census 1960,,,,,
SAN DIEGO LA MESA TOCHIMILTZINGO,Puebla,,Large,"SAN DIEGO LA MESA TOCHIMILTZINGO, PUEBLA",,AG Census 1960,,,,,
SAN FELIPE TEOTLALCINGO,Puebla,,Ejido,"SAN FELIPE TEOTLALCINGO, PUEBLA",842.039801,AG Census 1960,,,,,
SAN FELIPE TEOTLALCINGO,Puebla,,Total,"SAN FELIPE TEOTLALCINGO, PUEBLA",930.9542281,AG Census 1960,,,,,
SAN FELIPE TEOTLALCINGO,Puebla,,Small,"SAN FELIPE TEOTLALCINGO, PUEBLA",1078.350515,AG Census 1960,,,,,
SAN FELIPE TEOTLALCINGO,Puebla,,Large,"SAN FELIPE TEOTLALCINGO, PUEBLA",,AG Census 1960,,,,,
SAN GREGORIO ATZOMPA,Puebla,,Large,"SAN GREGORIO ATZOMPA, PUEBLA",882.3529412,AG Census 1960,,,,,
SAN GREGORIO ATZOMPA,Puebla,,Total,"SAN GREGORIO ATZOMPA, PUEBLA",1218.220339,AG Census 1960,,,,,
SAN GREGORIO ATZOMPA,Puebla,,Small,"SAN GREGORIO ATZOMPA, PUEBLA",1230.769231,AG Census 1960,,,,,
SAN GREGORIO ATZOMPA,Puebla,,Ejido,"SAN GREGORIO ATZOMPA, PUEBLA",,AG Census 1960,,,,,
SAN JERONIMO TECUANIPAN,Puebla,,Small,"SAN JERONIMO TECUANIPAN, PUEBLA",739.2405063,AG Census 1960,,,,,
SAN JERONIMO TECUANIPAN,Puebla,,Total,"SAN JERONIMO TECUANIPAN, PUEBLA",747.9740681,AG Census 1960,,,,,
SAN JERONIMO TECUANIPAN,Puebla,,Ejido,"SAN JERONIMO TECUANIPAN, PUEBLA",750,AG Census 1960,,,,,
SAN JERONIMO TECUANIPAN,Puebla,,Large,"SAN JERONIMO TECUANIPAN, PUEBLA",821.4285714,AG Census 1960,,,,,
SAN JOSE CHIAPA,Puebla,,Large,"SAN JOSE CHIAPA, PUEBLA",726.5861027,AG Census 1960,,,,,
SAN JOSE CHIAPA,Puebla,,Total,"SAN JOSE CHIAPA, PUEBLA",807.2289157,AG Census 1960,,,,,
SAN JOSE CHIAPA,Puebla,,Small,"SAN JOSE CHIAPA, PUEBLA",831.4606742,AG Census 1960,,,,,
SAN JOSE CHIAPA,Puebla,,Ejido,"SAN JOSE CHIAPA, PUEBLA",926.2048193,AG Census 1960,,,,,
SAN JUAN ATZOMPA,Puebla,,Total,"SAN JUAN ATZOMPA, PUEBLA",735.2112676,AG Census 1960,,,,,
SAN JUAN ATZOMPA,Puebla,,Small,"SAN JUAN ATZOMPA, PUEBLA",735.2112676,AG Census 1960,,,,,
SAN JUAN ATZOMPA,Puebla,,Large,"SAN JUAN ATZOMPA, PUEBLA",,AG Census 1960,,,,,
SAN JUAN ATZOMPA,Puebla,,Ejido,"SAN JUAN ATZOMPA, PUEBLA",,AG Census 1960,,,,,
SAN MARTIN TEXMELUCAN,Puebla,,Large,"SAN MARTIN TEXMELUCAN, PUEBLA",773.2793522,AG Census 1960,,,,,
SAN MARTIN TEXMELUCAN,Puebla,,Ejido,"SAN MARTIN TEXMELUCAN, PUEBLA",965.560166,AG Census 1960,,,,,
SAN MARTIN TEXMELUCAN,Puebla,,Total,"SAN MARTIN TEXMELUCAN, PUEBLA",1011.734929,AG Census 1960,,,,,
SAN MARTIN TEXMELUCAN,Puebla,,Small,"SAN MARTIN TEXMELUCAN, PUEBLA",1112.492599,AG Census 1960,,,,,
SAN MARTIN TOTOLTEPEC,Puebla,,Total,"SAN MARTIN TOTOLTEPEC, PUEBLA",,AG Census 1960,,,,,
SAN MARTIN TOTOLTEPEC,Puebla,,Large,"SAN MARTIN TOTOLTEPEC, PUEBLA",,AG Census 1960,,,,,
SAN MARTIN TOTOLTEPEC,Puebla,,Small,"SAN MARTIN TOTOLTEPEC, PUEBLA",,AG Census 1960,,,,,
SAN MARTIN TOTOLTEPEC,Puebla,,Ejido,"SAN MARTIN TOTOLTEPEC, PUEBLA",,AG Census 1960,,,,,
SAN MATIAS TLALANCALECA,Puebla,,Small,"SAN MATIAS TLALANCALECA, PUEBLA",805.4607509,AG Census 1960,,,,,
SAN MATIAS TLALANCALECA,Puebla,,Total,"SAN MATIAS TLALANCALECA, PUEBLA",957.6119403,AG Census 1960,,,,,
SAN MATIAS TLALANCALECA,Puebla,,Ejido,"SAN MATIAS TLALANCALECA, PUEBLA",989.869754,AG Census 1960,,,,,
SAN MATIAS TLALANCALECA,Puebla,,Large,"SAN MATIAS TLALANCALECA, PUEBLA",,AG Census 1960,,,,,
SAN MIGUEL XOXTLA,Puebla,,Ejido,"SAN MIGUEL XOXTLA, PUEBLA",825.8064516,AG Census 1960,,,,,
SAN MIGUEL XOXTLA,Puebla,,Total,"SAN MIGUEL XOXTLA, PUEBLA",1238.938053,AG Census 1960,,,,,
SAN MIGUEL XOXTLA,Puebla,,Small,"SAN MIGUEL XOXTLA, PUEBLA",1454.545455,AG Census 1960,,,,,
SAN MIGUEL XOXTLA,Puebla,,Large,"SAN MIGUEL XOXTLA, PUEBLA",,AG Census 1960,,,,,
SAN NICOLAS DE LOS RANCHOS,Puebla,,Ejido,"SAN NICOLAS DE LOS RANCHOS, PUEBLA",768.7450671,AG Census 1960,,,,,
SAN NICOLAS DE LOS RANCHOS,Puebla,,Total,"SAN NICOLAS DE LOS RANCHOS, PUEBLA",802.8368794,AG Census 1960,,,,,
SAN NICOLAS DE LOS RANCHOS,Puebla,,Small,"SAN NICOLAS DE LOS RANCHOS, PUEBLA",1104.895105,AG Census 1960,,,,,
SAN NICOLAS DE LOS RANCHOS,Puebla,,Large,"SAN NICOLAS DE LOS RANCHOS, PUEBLA",,AG Census 1960,,,,,
SAN PEDRO CHOLULA,Puebla,,Ejido,"SAN PEDRO CHOLULA, PUEBLA",797.6878613,AG Census 1960,,,,,
SAN PEDRO CHOLULA,Puebla,,Large,"SAN PEDRO CHOLULA, PUEBLA",885.3503185,AG Census 1960,,,,,
SAN PEDRO CHOLULA,Puebla,,Total,"SAN PEDRO CHOLULA, PUEBLA",946.5866895,AG Census 1960,,,,,
SAN PEDRO CHOLULA,Puebla,,Small,"SAN PEDRO CHOLULA, PUEBLA",961.5129396,AG Census 1960,,,,,
SAN SALVADOR EL VERDE,Puebla,,Ejido,"SAN SALVADOR EL VERDE, PUEBLA",810.4026846,AG Census 1960,,,,,
SAN SALVADOR EL VERDE,Puebla,,Large,"SAN SALVADOR EL VERDE, PUEBLA",882.3529412,AG Census 1960,,,,,
SAN SALVADOR EL VERDE,Puebla,,Total,"SAN SALVADOR EL VERDE, PUEBLA",901.2468828,AG Census 1960,,,,,
SAN SALVADOR EL VERDE,Puebla,,Small,"SAN SALVADOR EL VERDE, PUEBLA",1056.25879,AG Census 1960,,,,,
SAN SALVADOR HUIXCOLOTLA,Puebla,,Ejido,"SAN SALVADOR HUIXCOLOTLA, PUEBLA",829.7435897,AG Census 1960,,,,,
SAN SALVADOR HUIXCOLOTLA,Puebla,,Large,"SAN SALVADOR HUIXCOLOTLA, PUEBLA",922.2222222,AG Census 1960,,,,,
SAN SALVADOR HUIXCOLOTLA,Puebla,,Total,"SAN SALVADOR HUIXCOLOTLA, PUEBLA",943.3094995,AG Census 1960,,,,,
SAN SALVADOR HUIXCOLOTLA,Puebla,,Small,"SAN SALVADOR HUIXCOLOTLA, PUEBLA",1133.226324,AG Census 1960,,,,,
SANTA CATARINA TLALTEMPAN,Puebla,,Total,"SANTA CATARINA TLALTEMPAN, PUEBLA",923.4828496,AG Census 1960,,,,,
SANTA CATARINA TLALTEMPAN,Puebla,,Small,"SANTA CATARINA TLALTEMPAN, PUEBLA",923.4828496,AG Census 1960,,,,,
SANTA CATARINA TLALTEMPAN,Puebla,,Large,"SANTA CATARINA TLALTEMPAN, PUEBLA",,AG Census 1960,,,,,
SANTA CATARINA TLALTEMPAN,Puebla,,Ejido,"SANTA CATARINA TLALTEMPAN, PUEBLA",,AG Census 1960,,,,,
SANTA ISABEL CHOLULA,Puebla,,Large,"SANTA ISABEL CHOLULA, PUEBLA",871.4285714,AG Census 1960,,,,,
SANTA ISABEL CHOLULA,Puebla,,Ejido,"SANTA ISABEL CHOLULA, PUEBLA",1027.831094,AG Census 1960,,,,,
SANTA ISABEL CHOLULA,Puebla,,Total,"SANTA ISABEL CHOLULA, PUEBLA",1136.117936,AG Census 1960,,,,,
SANTA ISABEL CHOLULA,Puebla,,Small,"SANTA ISABEL CHOLULA, PUEBLA",1278.43987,AG Census 1960,,,,,
SANTO TOMAS HUEYOTLIPAN,Puebla,,Small,"SANTO TOMAS HUEYOTLIPAN, PUEBLA",744.3298969,AG Census 1960,,,,,
SANTO TOMAS HUEYOTLIPAN,Puebla,,Total,"SANTO TOMAS HUEYOTLIPAN, PUEBLA",813.771518,AG Census 1960,,,,,
SANTO TOMAS HUEYOTLIPAN,Puebla,,Ejido,"SANTO TOMAS HUEYOTLIPAN, PUEBLA",1000,AG Census 1960,,,,,
SANTO TOMAS HUEYOTLIPAN,Puebla,,Large,"SANTO TOMAS HUEYOTLIPAN, PUEBLA",1250,AG Census 1960,,,,,
SOLTEPEC,Puebla,,Small,"SOLTEPEC, PUEBLA",667.0454545,AG Census 1960,,,,,
SOLTEPEC,Puebla,,Large,"SOLTEPEC, PUEBLA",832.8530259,AG Census 1960,,,,,
SOLTEPEC,Puebla,,Total,"SOLTEPEC, PUEBLA",838.4707288,AG Census 1960,,,,,
SOLTEPEC,Puebla,,Ejido,"SOLTEPEC, PUEBLA",890.1284652,AG Census 1960,,,,,
TECALI DE HERRERA,Puebla,,Large,"TECALI DE HERRERA, PUEBLA",638.2978723,AG Census 1960,,,,,
TECALI DE HERRERA,Puebla,,Small,"TECALI DE HERRERA, PUEBLA",651.4227642,AG Census 1960,,,,,
TECALI DE HERRERA,Puebla,,Total,"TECALI DE HERRERA, PUEBLA",782.395288,AG Census 1960,,,,,
TECALI DE HERRERA,Puebla,,Ejido,"TECALI DE HERRERA, PUEBLA",986.949429,AG Census 1960,,,,,
TECAMACHALCO,Puebla,,Small,"TECAMACHALCO, PUEBLA",801.0204082,AG Census 1960,,,,,
TECAMACHALCO,Puebla,,Large,"TECAMACHALCO, PUEBLA",870.8901363,AG Census 1960,,,,,
TECAMACHALCO,Puebla,,Total,"TECAMACHALCO, PUEBLA",1124.564184,AG Census 1960,,,,,
TECAMACHALCO,Puebla,,Ejido,"TECAMACHALCO, PUEBLA",1279.696302,AG Census 1960,,,,,
TEOPANTLAN,Puebla,,Ejido,"TEOPANTLAN, PUEBLA",603.8647343,AG Census 1960,,,,,
TEOPANTLAN,Puebla,,Large,"TEOPANTLAN, PUEBLA",696.969697,AG Census 1960,,,,,
TEOPANTLAN,Puebla,,Total,"TEOPANTLAN, PUEBLA",711.5384615,AG Census 1960,,,,,
TEOPANTLAN,Puebla,,Small,"TEOPANTLAN, PUEBLA",763.7614679,AG Census 1960,,,,,
TEPATLAXCO DE HIDALGO,Puebla,,Large,"TEPATLAXCO DE HIDALGO, PUEBLA",712.890625,AG Census 1960,,,,,
TEPATLAXCO DE HIDALGO,Puebla,,Ejido,"TEPATLAXCO DE HIDALGO, PUEBLA",804.8780488,AG Census 1960,,,,,
TEPATLAXCO DE HIDALGO,Puebla,,Total,"TEPATLAXCO DE HIDALGO, PUEBLA",906.3876652,AG Census 1960,,,,,
TEPATLAXCO DE HIDALGO,Puebla,,Small,"TEPATLAXCO DE HIDALGO, PUEBLA",1032.448378,AG Census 1960,,,,,
TEPEACA,Puebla,,Large,"TEPEACA, PUEBLA",673.9401496,AG Census 1960,,,,,
TEPEACA,Puebla,,Small,"TEPEACA, PUEBLA",749.0829054,AG Census 1960,,,,,
TEPEACA,Puebla,,Total,"TEPEACA, PUEBLA",907.6248226,AG Census 1960,,,,,
TEPEACA,Puebla,,Ejido,"TEPEACA, PUEBLA",1031.145485,AG Census 1960,,,,,
TEPEMAXALCO,Puebla,,Small,"TEPEMAXALCO, PUEBLA",888.8888889,AG Census 1960,,,,,
