Num,Municipio,Name,State,Region,INCLUDE,NOM,ProductionUnits,Planted_ha,Harvested_ha,Yield
2043,"Amaxac de Guerrero, Tlaxcala",Amaxac de Guerrero,Tlaxcala,Tlaxcala,TRUE,"AMAXAC DE GUERRERO, TLAXCALA",362,258.6885,217.7412,1757.152069
2044,"Apetatitlan de Antonio Carvajal, Tlaxcala",Apetatitlan de Antonio Carvajal,Tlaxcala,Tlaxcala,TRUE,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA",376,161.1769,141.3465,1279.939723
2045,"Atlangatepec, Tlaxcala",Atlangatepec,Tlaxcala,Tlaxcala,TRUE,"ATLANGATEPEC, TLAXCALA",722,2220.7105,2104.8916,1759.392218
2046,"Altzayanca, Tlaxcala",Altzayanca,Tlaxcala,Tlaxcala,TRUE,"ATLTZAYANCA, TLAXCALA",2087,7987.1077,7485.2718,1764.979049
2047,"Apizaco, Tlaxcala",Apizaco,Tlaxcala,Tlaxcala,TRUE,"APIZACO, TLAXCALA",811,1580.3443,1414.3722,1226.378955
2048,"Calpulalpan, Tlaxcala",Calpulalpan,Tlaxcala,Tlaxcala,TRUE,"CALPULALPAN, TLAXCALA",875,3363.3724,3286.257,3045.403631
2049,"El Carmen Tequexquitla, Tlaxcala",El Carmen Tequexquitla,Tlaxcala,Tlaxcala,TRUE,"EL CARMEN TEQUEXQUITLA, TLAXCALA",1146,2152.3372,2005.7591,1280.618395
2050,"Cuapiaxtla, Tlaxcala",Cuapiaxtla,Tlaxcala,Tlaxcala,TRUE,"CUAPIAXTLA, TLAXCALA",1366,5107.8537,4990.4954,2926.904511
2051,"Cuaxomulco, Tlaxcala",Cuaxomulco,Tlaxcala,Tlaxcala,TRUE,"CUAXOMULCO, TLAXCALA",490,644.7307,638.4985,1465.978385
2052,"Chiautempan, Tlaxcala",Chiautempan,Tlaxcala,Tlaxcala,TRUE,"CHIAUTEMPAN, TLAXCALA",2276,1180.2314,1039.8393,2185.753991
2053,"Muñoz de Domingo Arenas, Tlaxcala",Muñoz de Domingo Arenas,Tlaxcala,Tlaxcala,TRUE,"MUNOZ DE DOMINGO ARENAS, TLAXCALA",312,1547.6319,1539.7932,1938.683454
2054,"Españita, Tlaxcala",Españita,Tlaxcala,Tlaxcala,TRUE,"ESPANITA, TLAXCALA",1148,2696.6957,2636.7763,1973.545462
2055,"Huamantla, Tlaxcala",Huamantla,Tlaxcala,Tlaxcala,TRUE,"HUAMANTLA, TLAXCALA",4495,17933.2657,16795.6563,2315.039907
2056,"Hueyotlipan, Tlaxcala",Hueyotlipan,Tlaxcala,Tlaxcala,TRUE,"HUEYOTLIPAN, TLAXCALA",1226,3188.2387,3045.031,1905.38717
2057,"Ixtacuixtla de Mariano Matamoros, Tlaxcala",Ixtacuixtla de Mariano Matamoros,Tlaxcala,Tlaxcala,TRUE,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA",2801,4118.9839,3992.3528,2410.917542
2058,"Ixtenco, Tlaxcala",Ixtenco,Tlaxcala,Tlaxcala,TRUE,"IXTENCO, TLAXCALA",968,3536.1318,3418.1663,1913.488791
2059,"Mazatecochco de Jose Maria Morelos, Tlaxcala",Mazatecochco de Jose Maria Morelos,Tlaxcala,Tlaxcala,TRUE,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA",731,533.0177,530.5857,2556.237758
2060,"Contla de Juan Cuamatzi, Tlaxcala",Contla de Juan Cuamatzi,Tlaxcala,Tlaxcala,TRUE,"CONTLA DE JUAN CUAMATZI, TLAXCALA",1418,689.7499,619.7937,1872.54146
2061,"Tepetitla de Lardizabal, Tlaxcala",Tepetitla de Lardizabal,Tlaxcala,Tlaxcala,TRUE,"TEPETITLA DE LARDIZABAL, TLAXCALA",1419,1155.4912,1101.9783,2816.893944
2062,"Sanctorum de Lazaro Cardenas, Tlaxcala",Sanctorum de Lazaro Cardenas,Tlaxcala,Tlaxcala,TRUE,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA",566,1810.3933,1777.4489,2579.380651
2063,"Nanacamilpa de Mariano Arista, Tlaxcala",Nanacamilpa de Mariano Arista,Tlaxcala,Tlaxcala,TRUE,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA",676,2437.1484,2389.8012,3695.016305
2064,"Acuamanala de Miguel Hidalgo, Tlaxcala",Acuamanala de Miguel Hidalgo,Tlaxcala,Tlaxcala,TRUE,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA",600,336.9526,315.1674,2843.138599
2065,"Nativitas, Tlaxcala",Nativitas,Tlaxcala,Tlaxcala,TRUE,"NATIVITAS, TLAXCALA",2202,1836.1589,1649.1321,2839.27655
2066,"Panotla, Tlaxcala",Panotla,Tlaxcala,Tlaxcala,TRUE,"PANOTLA, TLAXCALA",2155,2721.2951,2621.483,1205.902804
2067,"San Pablo del Monte, Tlaxcala",San Pablo del Monte,Tlaxcala,Tlaxcala,TRUE,"SAN PABLO DEL MONTE, TLAXCALA",2216,1431.8369,1416.9741,2958.444547
2068,"Santa Cruz Tlaxcala, Tlaxcala",Santa Cruz Tlaxcala,Tlaxcala,Tlaxcala,TRUE,"SANTA CRUZ TLAXCALA, TLAXCALA",916,1241.3294,597.8896,1667.062448
2069,"Tenancingo, Tlaxcala",Tenancingo,Tlaxcala,Tlaxcala,TRUE,"TOCATLAN, TLAXCALA",C,1357.9177,1356.3977,640.2715074
2070,"Teolocholco, Tlaxcala",Teolocholco,Tlaxcala,Tlaxcala,TRUE,"TENANCINGO, TLAXCALA",1033,959.0383,877.3157,1812.378486
2071,"Tepeyanco, Tlaxcala",Tepeyanco,Tlaxcala,Tlaxcala,TRUE,"TEOLOCHOLCO, TLAXCALA",761,322.4297,300.0797,3020.606859
2072,"Terrenate, Tlaxcala",Terrenate,Tlaxcala,Tlaxcala,TRUE,"TEPEYANCO, TLAXCALA",1164,4185.7126,3970.4962,1347.437859
2073,"Tetla de la Solidaridad, Tlaxcala",Tetla de la Solidaridad,Tlaxcala,Tlaxcala,TRUE,"TERRENATE, TLAXCALA",2151,4669.1681,4058.8479,1461.210261
2074,"Tetlatlahuca, Tlaxcala",Tetlatlahuca,Tlaxcala,Tlaxcala,TRUE,"TETLA DE LA SOLIDARIDAD, TLAXCALA",994,1015.0191,807.3456,2418.801069
2075,"Tlaxcala, Tlaxcala",Tlaxcala,Tlaxcala,Tlaxcala,TRUE,"TETLATLAHUCA, TLAXCALA",944,539.9154,479.1168,2137.212888
2076,"Tlaxco, Tlaxcala",Tlaxco,Tlaxcala,Tlaxcala,TRUE,"TLAXCALA, TLAXCALA",2825,8125.9222,7461.8636,1630.163596
2077,"Tocatlan, Tlaxcala",Tocatlan,Tlaxcala,Tlaxcala,TRUE,"TLAXCO, TLAXCALA",254,705.1905,652.0534,1689.671735
2078,"Totolac, Tlaxcala",Totolac,Tlaxcala,Tlaxcala,TRUE,"TOTOLAC, TLAXCALA",393,140.6049,135.6892,2214.74959
2079,"Zitlaltepec de Trinidad Sanchez Santos, Tlaxcala",Zitlaltepec de Trinidad Sanchez Santos,Tlaxcala,Tlaxcala,TRUE,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA",1494,3360.1244,3287.3699,2091.67575
2080,"Tzompantepec, Tlaxcala",Tzompantepec,Tlaxcala,Tlaxcala,TRUE,"TZOMPANTEPEC, TLAXCALA",855,1534.7542,1396.7474,1576.328261
2081,"Xaloztoc, Tlaxcala",Xaloztoc,Tlaxcala,Tlaxcala,TRUE,"XALOZTOC, TLAXCALA",1001,2254.6483,2093.3263,1271.420657
2082,"Xaltocan, Tlaxcala",Xaltocan,Tlaxcala,Tlaxcala,TRUE,"XALTOCAN, TLAXCALA",1238,2809.1787,2750.8034,1227.72409
2083,"Papalotla de Xicohtencatl, Tlaxcala",Papalotla de Xicohtencatl,Tlaxcala,Tlaxcala,TRUE,"PAPALOTLA DE XICOHTENCATL, TLAXCALA",901,1746.9077,1733.6349,802.0546887
2084,"Xicohtzinco, Tlaxcala",Xicohtzinco,Tlaxcala,Tlaxcala,TRUE,"XICOHTZINCO, TLAXCALA",422,272.7745,265.0629,2514.120988
2085,"Yauhquemecan, Tlaxcala",Yauhquemecan,Tlaxcala,Tlaxcala,TRUE,"YAUHQUEMEHCAN, TLAXCALA",886,1126.1188,1077.8824,1171.898159
2086,"Zacatelco, Tlaxcala",Zacatelco,Tlaxcala,Tlaxcala,TRUE,"ZACATELCO, TLAXCALA",1549,1172.3583,1120.3089,2598.050145
2087,"Benito Juarez, Tlaxcala",Benito Juarez,Tlaxcala,Tlaxcala,TRUE,,207,659.4549,640.0108,2700.631458
2088,"Emiliano Zapata, Tlaxcala",Emiliano Zapata,Tlaxcala,Tlaxcala,TRUE,,476,814.1191,796.3706,1200.434446
2089,"Lazaro Cardenas, Tlaxcala",Lazaro Cardenas,Tlaxcala,Tlaxcala,TRUE,,257,527.2066,443.9488,2600.693819
2090,"La Magdalena Tlaltelulco, Tlaxcala",La Magdalena Tlaltelulco,Tlaxcala,Tlaxcala,TRUE,,869,234.4473,226.5976,2593.162505
2091,"San Damian Texoloc, Tlaxcala",San Damian Texoloc,Tlaxcala,Tlaxcala,TRUE,,522,347.9549,331.9023,2535.778752
2092,"San Francisco Tetlanohcan, Tlaxcala",San Francisco Tetlanohcan,Tlaxcala,Tlaxcala,TRUE,,828,320.8418,276.2443,2378.325634
2093,"San Jeronimo Zacualpan, Tlaxcala",San Jeronimo Zacualpan,Tlaxcala,Tlaxcala,TRUE,,259,177.5442,163.6193,2763.920882
2094,"San Jose Teacalco, Tlaxcala",San Jose Teacalco,Tlaxcala,Tlaxcala,TRUE,,646,2555.5807,2530.7367,1870.844486
2095,"San Juan Huactzinco, Tlaxcala",San Juan Huactzinco,Tlaxcala,Tlaxcala,TRUE,,198,129.7014,91.0051,3449.278117
2096,"San Lorenzo Axocomanitla, Tlaxcala",San Lorenzo Axocomanitla,Tlaxcala,Tlaxcala,TRUE,,263,129.5732,100.7421,3406.092388
2097,"San Lucas Tecopilco, Tlaxcala",San Lucas Tecopilco,Tlaxcala,Tlaxcala,TRUE,,236,723.0832,700.9693,1344.402815
2098,"Santa Ana Nopalucan, Tlaxcala",Santa Ana Nopalucan,Tlaxcala,Tlaxcala,TRUE,,578,280.5227,276.689,3050.928299
2099,"Santa Apolonia Teacalco, Tlaxcala",Santa Apolonia Teacalco,Tlaxcala,Tlaxcala,TRUE,,282,173.9456,158.7759,3122.709429
2100,"Santa Catarina Ayometla, Tlaxcala",Santa Catarina Ayometla,Tlaxcala,Tlaxcala,TRUE,,661,390.3955,379.9466,2766.953567
2101,"Santa Cruz Quilehtla, Tlaxcala",Santa Cruz Quilehtla,Tlaxcala,Tlaxcala,TRUE,,349,121.2997,118.9135,3578.42213
2102,"Santa Isabel Xiloxoxtla, Tlaxcala",Santa Isabel Xiloxoxtla,Tlaxcala,Tlaxcala,TRUE,,C,94.8761,90.7534,2516.658329
