ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
2323,ACAJETE,Puebla,,TRUE,Small,"ACAJETE, PUEBLA",2066,0,2018,1637000,0,1637,811.1992071,0,,,0,,,,,,,,
2324,ACAJETE,Puebla,,TRUE,Ejido,"ACAJETE, PUEBLA",4952,1604,4759,4053000,0,4053,851.6495062,1400,,,0,,,,,,,,
2325,ACATENO,Puebla,,FALSE,Total,"ACATENO, PUEBLA",1195,44,1106,876000,0,876,792.0433996,3,,,0,,,,,,,,
2326,ACATENO,Puebla,,FALSE,Large,"ACATENO, PUEBLA",841,44,794,622000,0,622,783.3753149,3,,,0,,,,,,,,
2327,ACATENO,Puebla,,FALSE,Small,"ACATENO, PUEBLA",75,0,72,65000,0,65,902.7777778,0,,,0,,,,,,,,
2328,ACATENO,Puebla,,FALSE,Ejido,"ACATENO, PUEBLA",279,0,240,189000,0,189,787.5,0,,,0,,,,,,,,
2329,ACATLAN,Puebla,,FALSE,Total,"ACATLAN, PUEBLA",4992,0,4215,3232000,284,3232,766.7852906,314,,,0,,,,,,,,
2330,ACATLAN,Puebla,,FALSE,Large,"ACATLAN, PUEBLA",676,0,636,539000,6,539,847.4842767,160,,,0,,,,,,,,
2331,ACATLAN,Puebla,,FALSE,Small,"ACATLAN, PUEBLA",1140,0,994,619000,39,619,622.7364185,0,,,0,,,,,,,,
2332,ACATLAN,Puebla,,FALSE,Ejido,"ACATLAN, PUEBLA",3176,0,2585,2074000,239,2074,802.3210832,154,,,0,,,,,,,,
2333,ACATZINGO,Puebla,,TRUE,Total,"ACATZINGO, PUEBLA",7084,595,5282,4335000,326,4335,820.7118516,1199,,,0,,,,,,,,
2334,ACATZINGO,Puebla,,TRUE,Large,"ACATZINGO, PUEBLA",1686,42,1161,969000,66,969,834.625323,769,,,0,,,,,,,,
2335,ACATZINGO,Puebla,,TRUE,Small,"ACATZINGO, PUEBLA",1176,0,975,842000,179,842,863.5897436,0,,,0,,,,,,,,
2336,ACATZINGO,Puebla,,TRUE,Ejido,"ACATZINGO, PUEBLA",4222,553,3146,2524000,81,2524,802.2886205,430,,,0,,,,,,,,
2337,ACTEOPAN,Puebla,,TRUE,Total,"ACTEOPAN, PUEBLA",569,0,549,386000,0,386,703.0965392,0,,,0,,,,,,,,
2338,ACTEOPAN,Puebla,,TRUE,Large,"ACTEOPAN, PUEBLA",59,0,39,31000,0,31,794.8717949,0,,,0,,,,,,,,
2339,ACTEOPAN,Puebla,,TRUE,Small,"ACTEOPAN, PUEBLA",170,0,170,117000,0,117,688.2352941,0,,,0,,,,,,,,
2340,ACTEOPAN,Puebla,,TRUE,Ejido,"ACTEOPAN, PUEBLA",340,0,340,238000,0,238,700,0,,,0,,,,,,,,
2341,AHUACATLAN,Puebla,,FALSE,Total,"AHUACATLAN, PUEBLA",1581,14,1563,1350000,0,1350,863.7236084,0,,,0,,,,,,,,
2342,AHUACATLAN,Puebla,,FALSE,Large,"AHUACATLAN, PUEBLA",101,14,101,82000,0,82,811.8811881,0,,,0,,,,,,,,
2343,AHUACATLAN,Puebla,,FALSE,Small,"AHUACATLAN, PUEBLA",1480,0,1462,1268000,0,1268,867.3050616,0,,,0,,,,,,,,
2344,AHUACATLAN,Puebla,,FALSE,Ejido,"AHUACATLAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2345,AHUATLAN,Puebla,,FALSE,Total,"AHUATLAN, PUEBLA",742,12,742,561000,0,561,756.06469,0,,,0,,,,,,,,
2346,AHUATLAN,Puebla,,FALSE,Large,"AHUATLAN, PUEBLA",606,12,606,479000,0,479,790.4290429,0,,,0,,,,,,,,
2347,AHUATLAN,Puebla,,FALSE,Small,"AHUATLAN, PUEBLA",136,0,136,82000,0,82,602.9411765,0,,,0,,,,,,,,
2348,AHUATLAN,Puebla,,FALSE,Ejido,"AHUATLAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2349,AHUAZOTEPEC,Puebla,,FALSE,Total,"AHUAZOTEPEC, PUEBLA",2868,6,1927,1732000,123,1732,898.8064349,637,,,0,,,,,,,,
2350,AHUAZOTEPEC,Puebla,,FALSE,Large,"AHUAZOTEPEC, PUEBLA",873,6,380,340000,59,340,894.7368421,52,,,0,,,,,,,,
2351,AHUAZOTEPEC,Puebla,,FALSE,Small,"AHUAZOTEPEC, PUEBLA",423,0,307,338000,59,338,1100.977199,0,,,0,,,,,,,,
2352,AHUAZOTEPEC,Puebla,,FALSE,Ejido,"AHUAZOTEPEC, PUEBLA",1572,0,1240,1054000,5,1054,850,585,,,0,,,,,,,,
2353,AHUEHUETITLA,Puebla,,FALSE,Total,"AHUEHUETITLA, PUEBLA",1144,0,1139,802000,0,802,704.1264267,370,,,0,,,,,,,,
2354,AHUEHUETITLA,Puebla,,FALSE,Large,"AHUEHUETITLA, PUEBLA",378,0,373,289000,0,289,774.7989276,370,,,0,,,,,,,,
2355,AHUEHUETITLA,Puebla,,FALSE,Small,"AHUEHUETITLA, PUEBLA",453,0,453,283000,0,283,624.7240618,0,,,0,,,,,,,,
2356,AHUEHUETITLA,Puebla,,FALSE,Ejido,"AHUEHUETITLA, PUEBLA",313,0,313,230000,0,230,734.8242812,0,,,0,,,,,,,,
2357,AJALPAN,Puebla,,FALSE,Total,"AJALPAN, PUEBLA",1526,407,910,751000,332,751,825.2747253,40,,,0,,,,,,,,
2358,AJALPAN,Puebla,,FALSE,Large,"AJALPAN, PUEBLA",203,0,43,39000,9,39,906.9767442,30,,,0,,,,,,,,
2359,AJALPAN,Puebla,,FALSE,Small,"AJALPAN, PUEBLA",214,0,212,155000,125,155,731.1320755,0,,,0,,,,,,,,
2360,AJALPAN,Puebla,,FALSE,Ejido,"AJALPAN, PUEBLA",1109,407,655,557000,198,557,850.3816794,10,,,0,,,,,,,,
2361,ALBINO ZERTUCHE,Puebla,,FALSE,Total,"ALBINO ZERTUCHE, PUEBLA",237,118,222,185000,0,185,833.3333333,3,,,0,,,,,,,,
2362,ALBINO ZERTUCHE,Puebla,,FALSE,Large,"ALBINO ZERTUCHE, PUEBLA",167,118,167,149000,0,149,892.2155689,3,,,0,,,,,,,,
2363,ALBINO ZERTUCHE,Puebla,,FALSE,Small,"ALBINO ZERTUCHE, PUEBLA",70,0,55,36000,0,36,654.5454545,0,,,0,,,,,,,,
2364,ALBINO ZERTUCHE,Puebla,,FALSE,Ejido,"ALBINO ZERTUCHE, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2365,ALJOJUCA,Puebla,,FALSE,Total,"ALJOJUCA, PUEBLA",4545,0,3418,3283000,0,3283,960.5032183,918,,,0,,,,,,,,
2366,ALJOJUCA,Puebla,,FALSE,Large,"ALJOJUCA, PUEBLA",222,0,142,113000,0,113,795.7746479,132,,,0,,,,,,,,
2367,ALJOJUCA,Puebla,,FALSE,Small,"ALJOJUCA, PUEBLA",342,0,264,207000,0,207,784.0909091,0,,,0,,,,,,,,
2368,ALJOJUCA,Puebla,,FALSE,Ejido,"ALJOJUCA, PUEBLA",3981,0,3012,2963000,0,2963,983.7317397,786,,,0,,,,,,,,
2369,ALTEPEXI,Puebla,,FALSE,Total,"ALTEPEXI, PUEBLA",909,0,810,853000,448,853,1053.08642,211,,,0,,,,,,,,
2370,ALTEPEXI,Puebla,,FALSE,Large,"ALTEPEXI, PUEBLA",74,0,74,68000,18,68,918.9189189,23,,,0,,,,,,,,
2371,ALTEPEXI,Puebla,,FALSE,Small,"ALTEPEXI, PUEBLA",118,0,116,99000,114,99,853.4482759,0,,,0,,,,,,,,
2372,ALTEPEXI,Puebla,,FALSE,Ejido,"ALTEPEXI, PUEBLA",717,0,620,686000,316,686,1106.451613,188,,,0,,,,,,,,
2373,AMIXTLAN,Puebla,,FALSE,Total,"AMIXTLAN, PUEBLA",848,34,809,782000,0,782,966.6254635,5,,,0,,,,,,,,
2374,AMIXTLAN,Puebla,,FALSE,Large,"AMIXTLAN, PUEBLA",386,34,367,317000,0,317,863.760218,5,,,0,,,,,,,,
2375,AMIXTLAN,Puebla,,FALSE,Small,"AMIXTLAN, PUEBLA",462,0,442,465000,0,465,1052.036199,0,,,0,,,,,,,,
2376,AMIXTLAN,Puebla,,FALSE,Ejido,"AMIXTLAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2377,AMOZOC,Puebla,,TRUE,Total,"AMOZOC, PUEBLA",5060,0,4819,4884000,0,4884,1013.488276,714,,,0,,,,,,,,
2378,AMOZOC,Puebla,,TRUE,Large,"AMOZOC, PUEBLA",1762,0,1546,1367000,0,1367,884.2173351,456,,,0,,,,,,,,
2379,AMOZOC,Puebla,,TRUE,Small,"AMOZOC, PUEBLA",1353,0,1328,1678000,0,1678,1263.554217,0,,,0,,,,,,,,
2380,AMOZOC,Puebla,,TRUE,Ejido,"AMOZOC, PUEBLA",1945,0,1945,1839000,0,1839,945.5012853,258,,,0,,,,,,,,
2381,AQUIXTLA,Puebla,,FALSE,Total,"AQUIXTLA, PUEBLA",3270,26,2483,2176000,233,2176,876.3592429,250,,,0,,,,,,,,
2382,AQUIXTLA,Puebla,,FALSE,Large,"AQUIXTLA, PUEBLA",1742,10,1529,1368000,65,1368,894.7024199,236,,,0,,,,,,,,
2383,AQUIXTLA,Puebla,,FALSE,Small,"AQUIXTLA, PUEBLA",1196,0,826,680000,168,680,823.2445521,0,,,0,,,,,,,,
2384,AQUIXTLA,Puebla,,FALSE,Ejido,"AQUIXTLA, PUEBLA",332,16,128,128000,0,128,1000,14,,,0,,,,,,,,
2385,ATEMPAN,Puebla,,FALSE,Total,"ATEMPAN, PUEBLA",754,0,747,717000,1,717,959.8393574,79,,,0,,,,,,,,
2386,ATEMPAN,Puebla,,FALSE,Large,"ATEMPAN, PUEBLA",73,0,71,65000,1,65,915.4929577,79,,,0,,,,,,,,
2387,ATEMPAN,Puebla,,FALSE,Small,"ATEMPAN, PUEBLA",681,0,676,652000,0,652,964.4970414,0,,,0,,,,,,,,
2388,ATEMPAN,Puebla,,FALSE,Ejido,"ATEMPAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2389,ATEXCAL,Puebla,,FALSE,Total,"ATEXCAL, PUEBLA",1455,98,1033,934000,15,934,904.1626331,17,,,0,,,,,,,,
2390,ATEXCAL,Puebla,,FALSE,Large,"ATEXCAL, PUEBLA",118,79,77,65000,9,65,844.1558442,11,,,0,,,,,,,,
2391,ATEXCAL,Puebla,,FALSE,Small,"ATEXCAL, PUEBLA",220,0,173,110000,6,110,635.8381503,0,,,0,,,,,,,,
2392,ATEXCAL,Puebla,,FALSE,Ejido,"ATEXCAL, PUEBLA",1117,19,783,759000,0,759,969.348659,6,,,0,,,,,,,,
2393,ATLIXCO,Puebla,,TRUE,Total,"ATLIXCO, PUEBLA",27202,1229,19188,19980000,2175,19980,1041.275797,2219,,,0,,,,,,,,
2394,ATLIXCO,Puebla,,TRUE,Large,"ATLIXCO, PUEBLA",19945,167,14251,14726000,701,14726,1033.330994,836,,,0,,,,,,,,
2395,ATLIXCO,Puebla,,TRUE,Small,"ATLIXCO, PUEBLA",1757,0,1350,1147000,379,1147,849.6296296,0,,,0,,,,,,,,
2396,ATLIXCO,Puebla,,TRUE,Ejido,"ATLIXCO, PUEBLA",5500,1062,3587,4107000,1095,4107,1144.96794,1383,,,0,,,,,,,,
2397,ATOYATEMPAN,Puebla,,TRUE,Total,"ATOYATEMPAN, PUEBLA",768,57,495,531000,261,531,1072.727273,238,,,0,,,,,,,,
2398,ATOYATEMPAN,Puebla,,TRUE,Large,"ATOYATEMPAN, PUEBLA",234,57,39,35000,34,35,897.4358974,158,,,0,,,,,,,,
2399,ATOYATEMPAN,Puebla,,TRUE,Small,"ATOYATEMPAN, PUEBLA",281,0,236,278000,227,278,1177.966102,0,,,0,,,,,,,,
2400,ATOYATEMPAN,Puebla,,TRUE,Ejido,"ATOYATEMPAN, PUEBLA",253,0,220,218000,0,218,990.9090909,80,,,0,,,,,,,,
2401,ATZALA,Puebla,,FALSE,Total,"ATZALA, PUEBLA",576,0,211,206000,52,206,976.3033175,29,,,0,,,,,,,,
2402,ATZALA,Puebla,,FALSE,Large,"ATZALA, PUEBLA",153,0,38,31000,26,31,815.7894737,2,,,0,,,,,,,,
2403,ATZALA,Puebla,,FALSE,Small,"ATZALA, PUEBLA",129,0,39,52000,26,52,1333.333333,0,,,0,,,,,,,,
2404,ATZALA,Puebla,,FALSE,Ejido,"ATZALA, PUEBLA",294,0,134,123000,0,123,917.9104478,27,,,0,,,,,,,,
2405,ATZITZIHUACAN,Puebla,,TRUE,Total,"ATZITZIHUACAN, PUEBLA",2809,255,1640,1353000,112,1353,825,750,,,0,,,,,,,,
2406,ATZITZIHUACAN,Puebla,,TRUE,Large,"ATZITZIHUACAN, PUEBLA",44,5,34,26000,1,26,764.7058824,0,,,0,,,,,,,,
2407,ATZITZIHUACAN,Puebla,,TRUE,Small,"ATZITZIHUACAN, PUEBLA",906,0,600,561000,111,561,935,0,,,0,,,,,,,,
2408,ATZITZIHUACAN,Puebla,,TRUE,Ejido,"ATZITZIHUACAN, PUEBLA",1859,250,1006,766000,0,766,761.4314115,750,,,0,,,,,,,,
2409,ATZITZINTLA,Puebla,,FALSE,Total,"ATZITZINTLA, PUEBLA",3840,23,978,822000,0,822,840.4907975,313,,,0,,,,,,,,
2410,ATZITZINTLA,Puebla,,FALSE,Large,"ATZITZINTLA, PUEBLA",2003,23,558,479000,0,479,858.4229391,0,,,0,,,,,,,,
2411,ATZITZINTLA,Puebla,,FALSE,Small,"ATZITZINTLA, PUEBLA",324,0,154,114000,0,114,740.2597403,0,,,0,,,,,,,,
2412,ATZITZINTLA,Puebla,,FALSE,Ejido,"ATZITZINTLA, PUEBLA",1513,0,266,229000,0,229,860.9022556,313,,,0,,,,,,,,
2413,AXUTLA,Puebla,,FALSE,Total,"AXUTLA, PUEBLA",1348,0,1095,721000,2,721,658.4474886,95,,,0,,,,,,,,
2414,AXUTLA,Puebla,,FALSE,Large,"AXUTLA, PUEBLA",1310,0,1084,714000,0,714,658.6715867,95,,,0,,,,,,,,
2415,AXUTLA,Puebla,,FALSE,Small,"AXUTLA, PUEBLA",38,0,11,7000,2,7,636.3636364,0,,,0,,,,,,,,
2416,AXUTLA,Puebla,,FALSE,Ejido,"AXUTLA, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2417,AYOTOXCO DE GUERRERO,Puebla,,FALSE,Total,"AYOTOXCO DE GUERRERO, PUEBLA",763,151,643,500000,0,500,777.6049767,25,,,0,,,,,,,,
2418,AYOTOXCO DE GUERRERO,Puebla,,FALSE,Large,"AYOTOXCO DE GUERRERO, PUEBLA",498,0,498,380000,0,380,763.0522088,2,,,0,,,,,,,,
2419,AYOTOXCO DE GUERRERO,Puebla,,FALSE,Small,"AYOTOXCO DE GUERRERO, PUEBLA",1,0,1,0,0,0,0,0,,,0,,,,,,,,
2420,AYOTOXCO DE GUERRERO,Puebla,,FALSE,Ejido,"AYOTOXCO DE GUERRERO, PUEBLA",264,151,144,120000,0,120,833.3333333,23,,,0,,,,,,,,
2421,CALPAN,Puebla,,TRUE,Total,"CALPAN, PUEBLA",2358,307,2023,1750000,3,1750,865.0519031,537,,,0,,,,,,,,
2422,CALPAN,Puebla,,TRUE,Large,"CALPAN, PUEBLA",16,0,13,13000,0,13,1000,0,,,0,,,,,,,,
2423,CALPAN,Puebla,,TRUE,Small,"CALPAN, PUEBLA",1150,0,1052,1024000,3,1024,973.3840304,0,,,0,,,,,,,,
2424,CALPAN,Puebla,,TRUE,Ejido,"CALPAN, PUEBLA",1192,307,958,713000,0,713,744.2588727,537,,,0,,,,,,,,
2425,CALTEPEC,Puebla,,FALSE,Total,"CALTEPEC, PUEBLA",1209,130,1197,851000,9,851,710.9440267,0,,,0,,,,,,,,
2426,CALTEPEC,Puebla,,FALSE,Large,"CALTEPEC, PUEBLA",615,121,615,464000,8,464,754.4715447,0,,,0,,,,,,,,
2427,CALTEPEC,Puebla,,FALSE,Small,"CALTEPEC, PUEBLA",38,0,38,23000,1,23,605.2631579,0,,,0,,,,,,,,
2428,CALTEPEC,Puebla,,FALSE,Ejido,"CALTEPEC, PUEBLA",556,9,544,364000,0,364,669.1176471,0,,,0,,,,,,,,
2429,CAMOCUAUTLA,Puebla,,FALSE,Total,"CAMOCUAUTLA, PUEBLA",419,231,416,270000,0,270,649.0384615,101,,,0,,,,,,,,
2430,CAMOCUAUTLA,Puebla,,FALSE,Large,"CAMOCUAUTLA, PUEBLA",63,7,61,49000,0,49,803.2786885,0,,,0,,,,,,,,
2431,CAMOCUAUTLA,Puebla,,FALSE,Small,"CAMOCUAUTLA, PUEBLA",268,0,267,168000,0,168,629.2134831,0,,,0,,,,,,,,
2432,CAMOCUAUTLA,Puebla,,FALSE,Ejido,"CAMOCUAUTLA, PUEBLA",88,224,88,53000,0,53,602.2727273,101,,,0,,,,,,,,
2433,CAXHUACAN,Puebla,,FALSE,Total,"CAXHUACAN, PUEBLA",175,27,169,149000,0,149,881.6568047,13,,,0,,,,,,,,
2434,CAXHUACAN,Puebla,,FALSE,Large,"CAXHUACAN, PUEBLA",28,27,28,23000,0,23,821.4285714,13,,,0,,,,,,,,
2435,CAXHUACAN,Puebla,,FALSE,Small,"CAXHUACAN, PUEBLA",147,0,141,126000,0,126,893.6170213,0,,,0,,,,,,,,
2436,CAXHUACAN,Puebla,,FALSE,Ejido,"CAXHUACAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2437,COATEPEC,Puebla,,FALSE,Total,"COATEPEC, PUEBLA",327,9,291,209000,2,209,718.2130584,0,,,0,,,,,,,,
2438,COATEPEC,Puebla,,FALSE,Large,"COATEPEC, PUEBLA",75,9,57,53000,0,53,929.8245614,0,,,0,,,,,,,,
2439,COATEPEC,Puebla,,FALSE,Small,"COATEPEC, PUEBLA",252,0,234,156000,2,156,666.6666667,0,,,0,,,,,,,,
2440,COATEPEC,Puebla,,FALSE,Ejido,"COATEPEC, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2441,COATZINGO,Puebla,,FALSE,Total,"COATZINGO, PUEBLA",2008,10,1977,1626000,27,1626,822.4582701,184,,,0,,,,,,,,
2442,COATZINGO,Puebla,,FALSE,Large,"COATZINGO, PUEBLA",930,10,928,659000,4,659,710.1293103,0,,,0,,,,,,,,
2443,COATZINGO,Puebla,,FALSE,Small,"COATZINGO, PUEBLA",156,0,134,113000,23,113,843.2835821,0,,,0,,,,,,,,
2444,COATZINGO,Puebla,,FALSE,Ejido,"COATZINGO, PUEBLA",922,0,915,854000,0,854,933.3333333,184,,,0,,,,,,,,
2445,COHETZALA,Puebla,,FALSE,Total,"COHETZALA, PUEBLA",808,4,778,669000,0,669,859.8971722,0,,,0,,,,,,,,
2446,COHETZALA,Puebla,,FALSE,Large,"COHETZALA, PUEBLA",676,4,655,521000,0,521,795.4198473,0,,,0,,,,,,,,
2447,COHETZALA,Puebla,,FALSE,Small,"COHETZALA, PUEBLA",132,0,123,148000,0,148,1203.252033,0,,,0,,,,,,,,
2448,COHETZALA,Puebla,,FALSE,Ejido,"COHETZALA, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2449,COHUECAN,Puebla,,TRUE,Total,"COHUECAN, PUEBLA",967,4,825,696000,0,696,843.6363636,156,,,0,,,,,,,,
2450,COHUECAN,Puebla,,TRUE,Large,"COHUECAN, PUEBLA",32,4,32,20000,0,20,625,0,,,0,,,,,,,,
2451,COHUECAN,Puebla,,TRUE,Small,"COHUECAN, PUEBLA",389,0,332,281000,0,281,846.3855422,0,,,0,,,,,,,,
2452,COHUECAN,Puebla,,TRUE,Ejido,"COHUECAN, PUEBLA",546,0,461,395000,0,395,856.8329718,156,,,0,,,,,,,,
2453,CORONANGO,Puebla,,TRUE,Total,"CORONANGO, PUEBLA",3845,0,2980,2705000,140,2705,907.7181208,615,,,0,,,,,,,,
2454,CORONANGO,Puebla,,TRUE,Large,"CORONANGO, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2455,CORONANGO,Puebla,,TRUE,Small,"CORONANGO, PUEBLA",2049,0,1953,1746000,22,1746,894.0092166,0,,,0,,,,,,,,
2456,CORONANGO,Puebla,,TRUE,Ejido,"CORONANGO, PUEBLA",1796,0,1027,959000,118,959,933.7877313,615,,,0,,,,,,,,
2457,COXCATLAN,Puebla,,FALSE,Total,"COXCATLAN, PUEBLA",2869,98,883,643000,873,643,728.1993205,519,,,0,,,,,,,,
2458,COXCATLAN,Puebla,,FALSE,Large,"COXCATLAN, PUEBLA",197,12,7,6000,5,6,857.1428571,0,,,0,,,,,,,,
2459,COXCATLAN,Puebla,,FALSE,Small,"COXCATLAN, PUEBLA",25,0,8,9000,8,9,1125,0,,,0,,,,,,,,
2460,COXCATLAN,Puebla,,FALSE,Ejido,"COXCATLAN, PUEBLA",2647,86,868,628000,860,628,723.5023041,519,,,0,,,,,,,,
2461,COYOMEAPAN,Puebla,,FALSE,Total,"COYOMEAPAN, PUEBLA",1302,0,1271,771000,1,771,606.6089693,8,,,0,,,,,,,,
2462,COYOMEAPAN,Puebla,,FALSE,Large,"COYOMEAPAN, PUEBLA",48,0,43,34000,0,34,790.6976744,8,,,0,,,,,,,,
2463,COYOMEAPAN,Puebla,,FALSE,Small,"COYOMEAPAN, PUEBLA",1254,0,1228,737000,1,737,600.1628664,0,,,0,,,,,,,,
2464,COYOMEAPAN,Puebla,,FALSE,Ejido,"COYOMEAPAN, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2465,COYOTEPEC,Puebla,,FALSE,Total,"COYOTEPEC, PUEBLA",2567,0,1530,956000,0,956,624.8366013,70,,,0,,,,,,,,
2466,COYOTEPEC,Puebla,,FALSE,Large,"COYOTEPEC, PUEBLA",386,0,219,164000,0,164,748.8584475,11,,,0,,,,,,,,
2467,COYOTEPEC,Puebla,,FALSE,Small,"COYOTEPEC, PUEBLA",1381,0,749,455000,0,455,607.4766355,0,,,0,,,,,,,,
2468,COYOTEPEC,Puebla,,FALSE,Ejido,"COYOTEPEC, PUEBLA",800,0,562,337000,0,337,599.6441281,59,,,0,,,,,,,,
2469,CUAPIAXTLA DE MADERO,Puebla,,TRUE,Total,"CUAPIAXTLA DE MADERO, PUEBLA",1719,54,1421,1265000,98,1265,890.2181562,250,,,0,,,,,,,,
2470,CUAPIAXTLA DE MADERO,Puebla,,TRUE,Large,"CUAPIAXTLA DE MADERO, PUEBLA",447,54,235,215000,19,215,914.893617,124,,,0,,,,,,,,
2471,CUAPIAXTLA DE MADERO,Puebla,,TRUE,Small,"CUAPIAXTLA DE MADERO, PUEBLA",678,0,612,655000,79,655,1070.261438,0,,,0,,,,,,,,
2472,CUAPIAXTLA DE MADERO,Puebla,,TRUE,Ejido,"CUAPIAXTLA DE MADERO, PUEBLA",594,0,574,395000,0,395,688.1533101,126,,,0,,,,,,,,
2473,CUAUTEMPAN,Puebla,,FALSE,Total,"CUAUTEMPAN, PUEBLA",1069,26,1066,745000,0,745,698.8742964,0,,,0,,,,,,,,
2474,CUAUTEMPAN,Puebla,,FALSE,Large,"CUAUTEMPAN, PUEBLA",134,26,134,94000,0,94,701.4925373,0,,,0,,,,,,,,
2475,CUAUTEMPAN,Puebla,,FALSE,Small,"CUAUTEMPAN, PUEBLA",874,0,871,614000,0,614,704.9368542,0,,,0,,,,,,,,
2476,CUAUTEMPAN,Puebla,,FALSE,Ejido,"CUAUTEMPAN, PUEBLA",61,0,61,37000,0,37,606.557377,0,,,0,,,,,,,,
2477,CUAUTINCHAN,Puebla,,TRUE,Total,"CUAUTINCHAN, PUEBLA",2005,44,1749,1294000,20,1294,739.8513436,127,,,0,,,,,,,,
2478,CUAUTINCHAN,Puebla,,TRUE,Large,"CUAUTINCHAN, PUEBLA",687,44,534,466000,16,466,872.659176,35,,,0,,,,,,,,
2479,CUAUTINCHAN,Puebla,,TRUE,Small,"CUAUTINCHAN, PUEBLA",449,0,433,341000,2,341,787.5288684,0,,,0,,,,,,,,
2480,CUAUTINCHAN,Puebla,,TRUE,Ejido,"CUAUTINCHAN, PUEBLA",869,0,782,487000,2,487,622.7621483,92,,,0,,,,,,,,
2481,CUAUTLANCINGO,Puebla,,TRUE,Total,"CUAUTLANCINGO, PUEBLA",2813,104,2966,2818000,519,2818,950.1011463,243,,,0,,,,,,,,
2482,CUAUTLANCINGO,Puebla,,TRUE,Large,"CUAUTLANCINGO, PUEBLA",201,0,173,150000,0,150,867.0520231,31,,,0,,,,,,,,
2483,CUAUTLANCINGO,Puebla,,TRUE,Small,"CUAUTLANCINGO, PUEBLA",1797,0,1573,1638000,161,1638,1041.322314,0,,,0,,,,,,,,
2484,CUAUTLANCINGO,Puebla,,TRUE,Ejido,"CUAUTLANCINGO, PUEBLA",815,104,1220,1030000,358,1030,844.2622951,212,,,0,,,,,,,,
2485,CUAYUCA DE ANDRADE,Puebla,,FALSE,Total,"CUAYUCA DE ANDRADE, PUEBLA",3088,27,2856,2294000,10,2294,803.2212885,26,,,0,,,,,,,,
2486,CUAYUCA DE ANDRADE,Puebla,,FALSE,Large,"CUAYUCA DE ANDRADE, PUEBLA",1474,0,1473,1220000,9,1220,828.2416836,16,,,0,,,,,,,,
2487,CUAYUCA DE ANDRADE,Puebla,,FALSE,Small,"CUAYUCA DE ANDRADE, PUEBLA",106,0,106,66000,1,66,622.6415094,0,,,0,,,,,,,,
2488,CUAYUCA DE ANDRADE,Puebla,,FALSE,Ejido,"CUAYUCA DE ANDRADE, PUEBLA",1508,27,1277,1008000,0,1008,789.3500392,10,,,0,,,,,,,,
2489,CUETZALAN DEL PROGRESO,Puebla,,FALSE,Total,"CUETZALAN DEL PROGRESO, PUEBLA",2054,58,1971,2027000,1,2027,1028.411974,31,,,0,,,,,,,,
2490,CUETZALAN DEL PROGRESO,Puebla,,FALSE,Large,"CUETZALAN DEL PROGRESO, PUEBLA",547,58,533,470000,0,470,881.8011257,31,,,0,,,,,,,,
2491,CUETZALAN DEL PROGRESO,Puebla,,FALSE,Small,"CUETZALAN DEL PROGRESO, PUEBLA",1507,0,1438,1557000,1,1557,1082.753825,0,,,0,,,,,,,,
2492,CUETZALAN DEL PROGRESO,Puebla,,FALSE,Ejido,"CUETZALAN DEL PROGRESO, PUEBLA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2493,CUYOACO,Puebla,,FALSE,Total,"CUYOACO, PUEBLA",10294,35,4938,4451000,0,4451,901.3770757,2281,,,0,,,,,,,,
2494,CUYOACO,Puebla,,FALSE,Large,"CUYOACO, PUEBLA",6271,35,2710,2561000,0,2561,945.0184502,2251,,,0,,,,,,,,
2495,CUYOACO,Puebla,,FALSE,Small,"CUYOACO, PUEBLA",442,0,367,295000,0,295,803.8147139,0,,,0,,,,,,,,
2496,CUYOACO,Puebla,,FALSE,Ejido,"CUYOACO, PUEBLA",3581,0,1861,1595000,0,1595,857.0660935,30,,,0,,,,,,,,
2497,CHALCHICOMULA DE SESMA,Puebla,,FALSE,Total,"CHALCHICOMULA DE SESMA, PUEBLA",19564,573,9463,8042000,0,8042,849.8362042,1702,,,0,,,,,,,,
2498,CHALCHICOMULA DE SESMA,Puebla,,FALSE,Large,"CHALCHICOMULA DE SESMA, PUEBLA",1915,0,1095,1072000,0,1072,978.9954338,320,,,0,,,,,,,,
