ORD,Estado_ID,Estado,ddr_ID,ddr,Cader_ID,Cader,Municipio_ID,Municipio,EstadoMunicipio,Name,Region,INCLUDE,NOM
322,21,Puebla,114,Libres,3,Ciudad Serdan,63,Esperanza,"Esperanza, Puebla",Esperanza,Libres,FALSE,"ESPERANZA, PUEBLA"
323,21,Puebla,111,Huauchinango,2,Villa Lazaro Cardenas,64,Francisco Z. Mena,"Francisco Z. Mena, Puebla",Francisco Z. Mena,Huauchinango,FALSE,"FRANCISCO Z. MENA, PUEBLA"
325,21,Puebla,116,Izucar de Matamoros,4,Acatlan,66,Guadalupe,"Guadalupe, Puebla",Guadalupe,Izucar de Matamoros,FALSE,"GUADALUPE, PUEBLA"
326,21,Puebla,114,Libres,2,Guadalupe Victoria,67,Guadalupe Victoria,"Guadalupe Victoria, Puebla",Guadalupe Victoria,Libres,FALSE,"GUADALUPE VICTORIA, PUEBLA"
327,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,68,Hermenegildo Galeana,"Hermenegildo Galeana, Puebla",Hermenegildo Galeana,Huauchinango,FALSE,"HERMENEGILDO GALEANA, PUEBLA"
330,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,71,Huauchinango,"Huauchinango, Puebla",Huauchinango,Huauchinango,FALSE,"HUAUCHINANGO, PUEBLA"
331,21,Puebla,113,Teziutlan,1,Zacapoaxtla,72,Huehuetla,"Huehuetla, Puebla",Huehuetla,Teziutlan,FALSE,"HUEHUETLA, PUEBLA"
332,21,Puebla,116,Izucar de Matamoros,2,Huehuetlan El Chico,73,Huehuetlan El Chico,"Huehuetlan El Chico, Puebla",Huehuetlan el Chico,Izucar de Matamoros,FALSE,"HUEHUETLAN EL CHICO, PUEBLA"
334,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,75,Hueyapan,"Hueyapan, Puebla",Hueyapan,Teziutlan,FALSE,"HUEYAPAN, PUEBLA"
335,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,76,Hueytamalco,"Hueytamalco, Puebla",Hueytamalco,Teziutlan,FALSE,"HUEYTAMALCO, PUEBLA"
336,21,Puebla,113,Teziutlan,1,Zacapoaxtla,77,Hueytlalpan,"Hueytlalpan, Puebla",Hueytlalpan,Teziutlan,FALSE,"HUEYTLALPAN, PUEBLA"
337,21,Puebla,113,Teziutlan,1,Zacapoaxtla,78,Huitzilan de Serdan,"Huitzilan de Serdan, Puebla",Huitzilan de Serdan,Teziutlan,FALSE,"HUITZILAN DE SERDAN, PUEBLA"
339,21,Puebla,113,Teziutlan,1,Zacapoaxtla,80,Atlequizayan,"Atlequizayan, Puebla",Atlequizayan,Teziutlan,FALSE,"ATLEQUIZAYAN, PUEBLA"
340,21,Puebla,116,Izucar de Matamoros,2,Huehuetlan El Chico,81,Ixcamilpa de Guerrero,"Ixcamilpa de Guerrero, Puebla",Ixcamilpa de Guerrero,Izucar de Matamoros,FALSE,"IXCAMILPA DE GUERRERO, PUEBLA"
341,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,82,Ixcaquixtla,"Ixcaquixtla, Puebla",Ixcaquixtla,Tecamachalco,FALSE,"IXCAQUIXTLA, PUEBLA"
342,21,Puebla,112,Zacatlan,1,Zacatlan,83,Ixtacamaxtitlan,"Ixtacamaxtitlan, Puebla",Ixtacamaxtitlan,Zacatlan,FALSE,"IXTACAMAXTITLAN, PUEBLA"
343,21,Puebla,113,Teziutlan,1,Zacapoaxtla,84,Ixtepec,"Ixtepec, Puebla",Ixtepec,Teziutlan,FALSE,"IXTEPEC, PUEBLA"
344,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,85,Izucar de Matamoros,"Izucar de Matamoros, Puebla",Izucar de Matamoros,Izucar de Matamoros,FALSE,"IZUCAR DE MATAMOROS, PUEBLA"
345,21,Puebla,111,Huauchinango,2,Villa Lazaro Cardenas,86,Jalpan,"Jalpan, Puebla",Jalpan,Huauchinango,FALSE,"JALPAN, PUEBLA"
346,21,Puebla,116,Izucar de Matamoros,2,Huehuetlan El Chico,87,Jolalpan,"Jolalpan, Puebla",Jolalpan,Izucar de Matamoros,FALSE,"JOLALPAN, PUEBLA"
347,21,Puebla,113,Teziutlan,1,Zacapoaxtla,88,Jonotla,"Jonotla, Puebla",Jonotla,Teziutlan,FALSE,"JONOTLA, PUEBLA"
348,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,89,Jopala,"Jopala, Puebla",Jopala,Huauchinango,FALSE,"JOPALA, PUEBLA"
350,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,91,Juan Galindo,"Juan Galindo, Puebla",Juan Galindo,Huauchinango,FALSE,"JUAN GALINDO, PUEBLA"
351,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,92,Juan N. Mendez,"Juan N. Mendez, Puebla",Juan N. Mendez,Tecamachalco,FALSE,"JUAN N. MENDEZ, PUEBLA"
352,21,Puebla,114,Libres,2,Guadalupe Victoria,93,Lafragua,"Lafragua, Puebla",Lafragua,Libres,FALSE,"LAFRAGUA, PUEBLA"
353,21,Puebla,114,Libres,1,Libres,94,Libres,"Libres, Puebla",Libres,Libres,FALSE,"LIBRES, PUEBLA"
358,21,Puebla,114,Libres,3,Ciudad Serdan,99,Canada Morelos,"Canada Morelos, Puebla",Cañada Morelos,Libres,FALSE,"CANADA MORELOS, PUEBLA"
359,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,100,Naupan,"Naupan, Puebla",Naupan,Huauchinango,FALSE,"NAUPAN, PUEBLA"
360,21,Puebla,113,Teziutlan,1,Zacapoaxtla,101,Nauzontla,"Nauzontla, Puebla",Nauzontla,Teziutlan,FALSE,"NAUZONTLA, PUEBLA"
362,21,Puebla,118,Tehuacan,3,Sierra Negra,103,Nicolas Bravo,"Nicolas Bravo, Puebla",Nicolas Bravo,Tehuacan,FALSE,"NICOLAS BRAVO, PUEBLA"
364,21,Puebla,114,Libres,1,Libres,105,Ocotepec,"Ocotepec, Puebla",Ocotepec,Libres,FALSE,"OCOTEPEC, PUEBLA"
366,21,Puebla,113,Teziutlan,1,Zacapoaxtla,107,Olintla,"Olintla, Puebla",Olintla,Teziutlan,FALSE,"OLINTLA, PUEBLA"
367,21,Puebla,114,Libres,1,Libres,108,Oriental,"Oriental, Puebla",Oriental,Libres,FALSE,"ORIENTAL, PUEBLA"
368,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,109,Pahuatlan,"Pahuatlan, Puebla",Pahuatlan,Huauchinango,FALSE,"PAHUATLAN, PUEBLA"
369,21,Puebla,117,Tecamachalco,3,QUECHOLAC,110,Palmar de Bravo,"Palmar de Bravo, Puebla",Palmar de Bravo,Tecamachalco,FALSE,"PALMAR DE BRAVO, PUEBLA"
370,21,Puebla,111,Huauchinango,2,Villa Lazaro Cardenas,111,Pantepec,"Pantepec, Puebla",Pantepec,Huauchinango,FALSE,"PANTEPEC, PUEBLA"
371,21,Puebla,116,Izucar de Matamoros,4,Acatlan,112,Petlalcingo,"Petlalcingo, Puebla",Petlalcingo,Izucar de Matamoros,FALSE,"PETLALCINGO, PUEBLA"
372,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,113,Piaxtla,"Piaxtla, Puebla",Piaxtla,Izucar de Matamoros,FALSE,"PIAXTLA, PUEBLA"
375,21,Puebla,114,Libres,2,Guadalupe Victoria,116,Quimixtlan,"Quimixtlan, Puebla",Quimixtlan,Libres,FALSE,"QUIMIXTLAN, PUEBLA"
379,21,Puebla,118,Tehuacan,3,Sierra Negra,120,San Antonio Canada,"San Antonio Canada, Puebla",San Antonio Cañada,Tehuacan,FALSE,"SAN ANTONIO CANADA, PUEBLA"
382,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,123,San Felipe Tepatlan,"San Felipe Tepatlan, Puebla",San Felipe Tepatlan,Huauchinango,FALSE,"SAN FELIPE TEPATLAN, PUEBLA"
383,21,Puebla,118,Tehuacan,2,La Canada Poblana,124,San Gabriel Chilac,"San Gabriel Chilac, Puebla",San Gabriel Chilac,Tehuacan,FALSE,"SAN GABRIEL CHILAC, PUEBLA"
386,21,Puebla,116,Izucar de Matamoros,4,Acatlan,127,San Jeronimo Xayacatlan,"San Jeronimo Xayacatlan, Puebla",San Jeronimo Xayacatlan,Izucar de Matamoros,FALSE,"SAN JERONIMO XAYACATLAN, PUEBLA"
388,21,Puebla,118,Tehuacan,2,La Canada Poblana,129,San Jose Miahuatlan,"San Jose Miahuatlan, Puebla",San Jose Miahuatlan,Tehuacan,FALSE,"SAN JOSE MIAHUATLAN, PUEBLA"
389,21,Puebla,114,Libres,3,Ciudad Serdan,130,San Juan Atenco,"San Juan Atenco, Puebla",San Juan Atenco,Libres,FALSE,"SAN JUAN ATENCO, PUEBLA"
394,21,Puebla,116,Izucar de Matamoros,4,Acatlan,135,San Miguel Ixitlan,"San Miguel Ixitlan, Puebla",San Miguel Ixitlan,Izucar de Matamoros,FALSE,"SAN MIGUEL IXITLAN, PUEBLA"
396,21,Puebla,114,Libres,3,Ciudad Serdan,137,San Nicolas Buenos Aires,"San Nicolas Buenos Aires, Puebla",San Nicolas Buenos Aires,Libres,FALSE,"SAN NICOLAS BUENOS AIRES, PUEBLA"
398,21,Puebla,116,Izucar de Matamoros,4,Acatlan,139,San Pablo Anicano,"San Pablo Anicano, Puebla",San Pablo Anicano,Izucar de Matamoros,FALSE,"SAN PABLO ANICANO, PUEBLA"
400,21,Puebla,116,Izucar de Matamoros,4,Acatlan,141,San Pedro Yeloixtlahuaca,"San Pedro Yeloixtlahuaca, Puebla",San Pedro Yeloixtlahuaca,Izucar de Matamoros,FALSE,"SAN PEDRO YELOIXTLAHUACA, PUEBLA"
401,21,Puebla,114,Libres,3,Ciudad Serdan,142,San Salvador El Seco,"San Salvador El Seco, Puebla",San Salvador el Seco,Libres,FALSE,"SAN SALVADOR EL SECO, PUEBLA"
404,21,Puebla,118,Tehuacan,2,La Canada Poblana,145,San Sebastian Tlacotepec,"San Sebastian Tlacotepec, Puebla",San Sebastian Tlacotepec,Tehuacan,FALSE,"SAN SEBASTIAN TLACOTEPEC, PUEBLA"
406,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,147,Santa Ines Ahuatempan,"Santa Ines Ahuatempan, Puebla",Santa Ines Ahuatempan,Tecamachalco,FALSE,"SANTA INES AHUATEMPAN, PUEBLA"
408,21,Puebla,118,Tehuacan,1,San Lorenzo,149,Santiago Miahuatlan,"Santiago Miahuatlan, Puebla",Santiago Miahuatlan,Tehuacan,FALSE,"SANTIAGO MIAHUATLAN, PUEBLA"
414,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,155,Tecomatlan,"Tecomatlan, Puebla",Tecomatlan,Izucar de Matamoros,FALSE,"TECOMATLAN, PUEBLA"
415,21,Puebla,118,Tehuacan,1,San Lorenzo,156,Tehuacan,"Tehuacan, Puebla",Tehuacan,Tehuacan,FALSE,"TEHUACAN, PUEBLA"
416,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,157,Tehuitzingo,"Tehuitzingo, Puebla",Tehuitzingo,Izucar de Matamoros,FALSE,"TEHUITZINGO, PUEBLA"
417,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,158,Tenampulco,"Tenampulco, Puebla",Tenampulco,Teziutlan,FALSE,"TENAMPULCO, PUEBLA"
419,21,Puebla,116,Izucar de Matamoros,2,Huehuetlan El Chico,160,Teotlalco,"Teotlalco, Puebla",Teotlalco,Izucar de Matamoros,FALSE,"TEOTLALCO, PUEBLA"
420,21,Puebla,117,Tecamachalco,1,Tecamachalco,161,Tepanco de Lopez,"Tepanco de Lopez, Puebla",Tepanco de Lopez,Tecamachalco,FALSE,"TEPANCO DE LOPEZ, PUEBLA"
421,21,Puebla,112,Zacatlan,1,Zacatlan,162,Tepango de Rodriguez,"Tepango de Rodriguez, Puebla",Tepango de Rodriguez,Zacatlan,FALSE,"TEPANGO DE RODRIGUEZ, PUEBLA"
426,21,Puebla,112,Zacatlan,1,Zacatlan,167,Tepetzintla,"Tepetzintla, Puebla",Tepetzintla,Zacatlan,FALSE,"TEPETZINTLA, PUEBLA"
428,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,169,Tepexi de Rodriguez,"Tepexi de Rodriguez, Puebla",Tepexi de Rodriguez,Tecamachalco,FALSE,"TEPEXI DE RODRIGUEZ, PUEBLA"
429,21,Puebla,114,Libres,1,Libres,170,Tepeyahualco,"Tepeyahualco, Puebla",Tepeyahualco,Libres,FALSE,"TEPEYAHUALCO, PUEBLA"
431,21,Puebla,112,Zacatlan,1,Zacatlan,172,Tetela de Ocampo,"Tetela de Ocampo, Puebla",Tetela de Ocampo,Zacatlan,FALSE,"TETELA DE OCAMPO, PUEBLA"
432,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,173,Teteles de Avila Castillo,"Teteles de Avila Castillo, Puebla",Teteles de avila Castillo,Teziutlan,FALSE,"TETELES DE AVILA CASTILLO, PUEBLA"
433,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,174,Teziutlan,"Teziutlan, Puebla",Teziutlan,Teziutlan,FALSE,"TEZIUTLAN, PUEBLA"
436,21,Puebla,117,Tecamachalco,1,Tecamachalco,177,Tlacotepec de Benito Juarez,"Tlacotepec de Benito Juarez, Puebla",Tlacotepec de Benito Juarez,Tecamachalco,FALSE,"TLACOTEPEC DE BENITO JUAREZ, PUEBLA"
437,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,178,Tlacuilotepec,"Tlacuilotepec, Puebla",Tlacuilotepec,Huauchinango,FALSE,"TLACUILOTEPEC, PUEBLA"
438,21,Puebla,114,Libres,3,Ciudad Serdan,179,Tlachichuca,"Tlachichuca, Puebla",Tlachichuca,Libres,FALSE,"TLACHICHUCA, PUEBLA"
442,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,183,Tlaola,"Tlaola, Puebla",Tlaola,Huauchinango,FALSE,"TLAOLA, PUEBLA"
443,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,184,Tlapacoya,"Tlapacoya, Puebla",Tlapacoya,Huauchinango,FALSE,"TLAPACOYA, PUEBLA"
445,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,186,Tlatlauquitepec,"Tlatlauquitepec, Puebla",Tlatlauquitepec,Teziutlan,FALSE,"TLATLAUQUITEPEC, PUEBLA"
446,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,187,Tlaxco,"Tlaxco, Puebla",Tlaxco,Huauchinango,FALSE,"TLAXCO, PUEBLA"
449,21,Puebla,116,Izucar de Matamoros,4,Acatlan,190,Totoltepec de Guerrero,"Totoltepec de Guerrero, Puebla",Totoltepec de Guerrero,Izucar de Matamoros,FALSE,"TOTOLTEPEC DE GUERRERO, PUEBLA"
450,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,191,Tulcingo,"Tulcingo, Puebla",Tulcingo,Izucar de Matamoros,FALSE,"TULCINGO, PUEBLA"
451,21,Puebla,113,Teziutlan,1,Zacapoaxtla,192,Tuzamapan de Galeana,"Tuzamapan de Galeana, Puebla",Tuzamapan de Galeana,Teziutlan,FALSE,"TUZAMAPAN DE GALEANA, PUEBLA"
453,21,Puebla,111,Huauchinango,2,Villa Lazaro Cardenas,194,Venustiano Carranza,"Venustiano Carranza, Puebla",Venustiano Carranza,Huauchinango,FALSE,"VENUSTIANO CARRANZA, PUEBLA"
454,21,Puebla,118,Tehuacan,3,Sierra Negra,195,Vicente Guerrero,"Vicente Guerrero, Puebla",Vicente Guerrero,Tehuacan,FALSE,"VICENTE GUERRERO, PUEBLA"
455,21,Puebla,116,Izucar de Matamoros,4,Acatlan,196,Xayacatlan de Bravo,"Xayacatlan de Bravo, Puebla",Xayacatlan de Bravo,Izucar de Matamoros,FALSE,"XICOTEPEC, PUEBLA"
456,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,197,Xicotepec,"Xicotepec, Puebla",Xicotepec,Huauchinango,FALSE,"XAYACATLAN DE BRAVO, PUEBLA"
457,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,198,Xicotlan,"Xicotlan, Puebla",Xicotlan,Izucar de Matamoros,FALSE,"XICOTLAN, PUEBLA"
458,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,199,Xiutetelco,"Xiutetelco, Puebla",Xiutetelco,Teziutlan,FALSE,"XIUTETELCO, PUEBLA"
459,21,Puebla,113,Teziutlan,1,Zacapoaxtla,200,Xochiapulco,"Xochiapulco, Puebla",Xochiapulco,Teziutlan,FALSE,"XOCHIAPULCO, PUEBLA"
461,21,Puebla,113,Teziutlan,1,Zacapoaxtla,202,Xochitlan de Vicente Suarez,"Xochitlan de Vicente Suarez, Puebla",Xochitlan de Vicente Suarez,Teziutlan,FALSE,"XOCHITLAN DE VICENTE SUAREZ, PUEBLA"
463,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,204,Yaonahuac,"Yaonahuac, Puebla",Yaonahuac,Teziutlan,FALSE,"YAONAHUAC, PUEBLA"
465,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,206,Zacapala,"Zacapala, Puebla",Zacapala,Tecamachalco,FALSE,"ZACAPALA, PUEBLA"
466,21,Puebla,113,Teziutlan,1,Zacapoaxtla,207,Zacapoaxtla,"Zacapoaxtla, Puebla",Zacapoaxtla,Teziutlan,FALSE,"ZACAPOAXTLA, PUEBLA"
467,21,Puebla,112,Zacatlan,1,Zacatlan,208,Zacatlan,"Zacatlan, Puebla",Zacatlan,Zacatlan,FALSE,"ZACATLAN, PUEBLA"
468,21,Puebla,118,Tehuacan,1,San Lorenzo,209,Zapotitlan,"Zapotitlan, Puebla",Zapotitlan,Tehuacan,FALSE,"ZAPOTITLAN, PUEBLA"
469,21,Puebla,113,Teziutlan,1,Zacapoaxtla,210,Zapotitlan de Mendez,"Zapotitlan de Mendez, Puebla",Zapotitlan de Mendez,Teziutlan,FALSE,"ZAPOTITLAN DE MENDEZ, PUEBLA"
470,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,211,Zaragoza,"Zaragoza, Puebla",Zaragoza,Teziutlan,FALSE,"ZARAGOZA, PUEBLA"
471,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,212,Zautla,"Zautla, Puebla",Zautla,Teziutlan,FALSE,"ZAUTLA, PUEBLA"
472,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,213,Zihuateutla,"Zihuateutla, Puebla",Zihuateutla,Huauchinango,FALSE,"ZIHUATEUTLA, PUEBLA"
473,21,Puebla,118,Tehuacan,2,La Canada Poblana,214,Zinacatepec,"Zinacatepec, Puebla",Zinacatepec,Tehuacan,FALSE,"ZINACATEPEC, PUEBLA"
474,21,Puebla,113,Teziutlan,1,Zacapoaxtla,215,Zongozotla,"Zongozotla, Puebla",Zongozotla,Teziutlan,FALSE,"ZONGOZOTLA, PUEBLA"
475,21,Puebla,113,Teziutlan,1,Zacapoaxtla,216,Zoquiapan,"Zoquiapan, Puebla",Zoquiapan,Teziutlan,FALSE,"ZOQUIAPAN, PUEBLA"
476,21,Puebla,118,Tehuacan,2,La Canada Poblana,217,Zoquitlan,"Zoquitlan, Puebla",Zoquitlan,Tehuacan,FALSE,"ZOQUITLAN, PUEBLA"
