"","Estado_ID","Estado","ddr_ID","ddr","Cader_ID","Cader","Municipio_ID","Municipio","EstadoMunicipio",".remove_duplicates"
"167",15,"Mexico",75,"Texcoco",7,"Atlautla",15,"Atlautla","Atlautla, Mexico",TRUE
"168",15,"Mexico",75,"Texcoco",7,"Atlautla",34,"Ecatzingo","Ecatzingo, Mexico",TRUE
"169",15,"Mexico",75,"Texcoco",7,"Atlautla",68,"Ozumba","Ozumba, Mexico",TRUE
"170",15,"Mexico",75,"Texcoco",7,"Atlautla",94,"Tepetlixpa","Tepetlixpa, Mexico",TRUE
"171",15,"Mexico",76,"Tejupilco",1,"Luvianos",123,"Luvianos","Luvianos, Mexico",TRUE
"172",15,"Mexico",76,"Tejupilco",2,"Temascaltepec",77,"San Simon de Guerrero","San Simon de Guerrero, Mexico",TRUE
"173",15,"Mexico",76,"Tejupilco",2,"Temascaltepec",86,"Temascaltepec","Temascaltepec, Mexico",TRUE
"174",15,"Mexico",76,"Tejupilco",3,"Tejupilco",82,"Tejupilco","Tejupilco, Mexico",TRUE
"175",15,"Mexico",76,"Tejupilco",4,"Amatepec",8,"Amatepec","Amatepec, Mexico",TRUE
"176",15,"Mexico",76,"Tejupilco",6,"Tlatlaya",105,"Tlatlaya","Tlatlaya, Mexico",TRUE
"177",15,"Mexico",77,"Atlacomulco",1,"San Felipe del Progreso",74,"San Felipe del Progreso","San Felipe del Progreso, Mexico",TRUE
"178",15,"Mexico",77,"Atlacomulco",2,"La Trinidad",124,"San Jose del Rincon","San Jose del Rincon, Mexico",TRUE
"179",15,"Mexico",77,"Atlacomulco",3,"Atlacomulco",14,"Atlacomulco","Atlacomulco, Mexico",TRUE
"180",15,"Mexico",77,"Atlacomulco",4,"Ixtlahuaca",42,"Ixtlahuaca","Ixtlahuaca, Mexico",TRUE
"181",15,"Mexico",77,"Atlacomulco",5,"Temascalcingo",85,"Temascalcingo","Temascalcingo, Mexico",TRUE
"182",15,"Mexico",77,"Atlacomulco",6,"Oro El",64,"El Oro","El Oro, Mexico",TRUE
"183",15,"Mexico",77,"Atlacomulco",7,"San Bartolo Morelos",56,"Morelos","Morelos, Mexico",TRUE
"184",15,"Mexico",77,"Atlacomulco",8,"Acambay",1,"Acambay de Ruiz Castaneda","Acambay de Ruiz Castaneda, Mexico",TRUE
"185",15,"Mexico",77,"Atlacomulco",9,"Jocotitlan",48,"Jocotitlan","Jocotitlan, Mexico",TRUE
"186",15,"Mexico",77,"Atlacomulco",10,"Jiquipilco",47,"Jiquipilco","Jiquipilco, Mexico",TRUE
"187",15,"Mexico",78,"Coatepec Harinas",1,"Texcaltitlan",97,"Texcaltitlan","Texcaltitlan, Mexico",TRUE
"188",15,"Mexico",78,"Coatepec Harinas",2,"Tenancingo",88,"Tenancingo","Tenancingo, Mexico",TRUE
"189",15,"Mexico",78,"Coatepec Harinas",2,"Tenancingo",119,"Zumpahuacan","Zumpahuacan, Mexico",TRUE
"190",15,"Mexico",78,"Coatepec Harinas",3,"Coatepec Harinas",21,"Coatepec Harinas","Coatepec Harinas, Mexico",TRUE
"191",15,"Mexico",78,"Coatepec Harinas",4,"Ocuilan",63,"Ocuilan","Ocuilan, Mexico",TRUE
"192",15,"Mexico",78,"Coatepec Harinas",5,"Sultepec",80,"Sultepec","Sultepec, Mexico",TRUE
"193",15,"Mexico",78,"Coatepec Harinas",6,"Zacualpan",117,"Zacualpan","Zacualpan, Mexico",TRUE
"194",15,"Mexico",78,"Coatepec Harinas",7,"Malinalco",52,"Malinalco","Malinalco, Mexico",TRUE
"195",15,"Mexico",78,"Coatepec Harinas",8,"Almoloya de Alquisiras",4,"Almoloya de Alquisiras","Almoloya de Alquisiras, Mexico",TRUE
"196",15,"Mexico",78,"Coatepec Harinas",9,"Villa Guerrero",113,"Villa Guerrero","Villa Guerrero, Mexico",TRUE
"197",15,"Mexico",78,"Coatepec Harinas",10,"Tonatico",40,"Ixtapan de La Sal","Ixtapan de La Sal, Mexico",TRUE
"198",15,"Mexico",78,"Coatepec Harinas",10,"Tonatico",107,"Tonatico","Tonatico, Mexico",TRUE
"199",15,"Mexico",79,"Valle de Bravo",1,"Valle de Bravo",110,"Valle de Bravo","Valle de Bravo, Mexico",TRUE
"200",15,"Mexico",79,"Valle de Bravo",2,"Villa Victoria",114,"Villa Victoria","Villa Victoria, Mexico",TRUE
"201",15,"Mexico",79,"Valle de Bravo",3,"Villa de Allende",111,"Villa de Allende","Villa de Allende, Mexico",TRUE
"202",15,"Mexico",79,"Valle de Bravo",4,"Otzoloapan",66,"Otzoloapan","Otzoloapan, Mexico",TRUE
"203",15,"Mexico",79,"Valle de Bravo",4,"Otzoloapan",78,"Santo Tomas","Santo Tomas, Mexico",TRUE
"204",15,"Mexico",79,"Valle de Bravo",4,"Otzoloapan",116,"Zacazonapan","Zacazonapan, Mexico",TRUE
"205",15,"Mexico",79,"Valle de Bravo",5,"Amanalco",7,"Amanalco","Amanalco, Mexico",TRUE
